sample_id,category,metric_partition,metric_partition_seed,prompt_split,source_family,source_dataset,source_ids,source_chars,nonblank_lines,reference_pdf,reference_pages,reference_page_sizes_pt,reference_canvas,reference_word_count,reference_drawing_count,reference_image_count,reference_table_detector_count,has_inline_math,has_display_math,has_table_like_environment,has_figure_source,has_list_source,has_algorithm_source,has_crossref_source,has_math_any,has_semantic_table,has_semantic_figure,has_form_semantics,has_prose_semantics,has_compact_paper_semantics,provenance_path,provenance_source_id_field,provenance_license_fields,provenance_has_license_field,source_has_explicit_license_text,provenance_missing_research_fields,ai_model_id,ai_selected_stage,ai_manifest_final_compiled,ai_candidate_pdf,ai_candidate_exists,ai_candidate_pages,ai_candidate_page_sizes_pt,ai_candidate_canvas,ai_page_count_match_measured,ai_first_page_canvas_match,ai_page_size_sequence_match,ai_canvas_mismatch
04_math_aligned_015,04_math_aligned,metric_dev,20260715,heldout,hf_extracted,OleehyO/latex-formulas,latex-formulas-19492;latex-formulas-9159;latex-formulas-9816;latex-formulas-14388;latex-formulas-18075,2647,22,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_015/reference.pdf,2,"[[612.0,792.0],[612.0,792.0]]",letter,251,22,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_015/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v2,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/04_math_aligned_015/output.pdf,True,1,"[[595.276,841.89]]",a4,False,False,False,True
05_tables_simple_001,05_tables_simple,metric_validation,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.04801_table_2;2512.04801_table_3,8113,32,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_001/reference.pdf,3,"[[612.0,792.0],[612.0,792.0],[612.0,792.0]]",letter,804,2,0,0,True,False,True,False,False,False,False,True,True,False,False,False,False,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_001/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v3,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v3_heldout_v2_failures/samples/05_tables_simple_001/output.pdf,True,2,"[[595.276,841.89],[595.276,841.89]]",a4,False,False,False,True
05_tables_simple_002,05_tables_simple,metric_test,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.04801_table_4;2512.02839_table_2,6542,91,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_002/reference.pdf,2,"[[612.0,792.0],[612.0,792.0]]",letter,430,30,0,2,True,False,True,False,False,False,False,True,True,False,False,False,False,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_002/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v2,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/05_tables_simple_002/output.pdf,True,2,"[[595.276,841.89],[595.276,841.89]]",a4,True,False,False,True
05_tables_simple_005,05_tables_simple,metric_dev,20260715,prompt_dev,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.00323_table_8;2512.00323_table_10,8335,128,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_005/reference.pdf,2,"[[612.0,792.0],[612.0,792.0]]",letter,603,108,0,2,False,False,True,False,False,False,False,False,True,False,False,False,False,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_005/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v0,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v0/samples/05_tables_simple_005/output.pdf,True,3,"[[595.276,841.89],[595.276,841.89],[595.276,841.89]]",a4,False,False,False,True
05_tables_simple_006,05_tables_simple,metric_dev,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.01543_table_6;2512.04751_table_3,7226,131,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_006/reference.pdf,3,"[[612.0,792.0],[612.0,792.0],[612.0,792.0]]",letter,568,6,0,0,True,False,True,False,False,False,False,True,True,False,False,False,False,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_006/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v2,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/05_tables_simple_006/output.pdf,True,3,"[[595.276,841.89],[595.276,841.89],[595.276,841.89]]",a4,True,False,False,True
05_tables_simple_007,05_tables_simple,metric_test,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.02391_table_1;2512.00039_table_5,8669,214,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_007/reference.pdf,3,"[[612.0,792.0],[612.0,792.0],[612.0,792.0]]",letter,712,56,0,1,True,True,True,False,False,False,False,True,True,False,False,False,False,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_007/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v2,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/05_tables_simple_007/output.pdf,True,3,"[[595.276,841.89],[595.276,841.89],[595.276,841.89]]",a4,True,False,False,True
05_tables_simple_011,05_tables_simple,metric_dev,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.05220_table_6;2512.02290_table_15,6252,123,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_011/reference.pdf,3,"[[612.0,792.0],[612.0,792.0],[612.0,792.0]]",letter,578,16,0,1,True,False,True,False,False,False,False,True,True,False,False,False,False,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_011/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v2,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/05_tables_simple_011/output.pdf,True,3,"[[595.276,841.89],[595.276,841.89],[595.276,841.89]]",a4,True,False,False,True
05_tables_simple_012,05_tables_simple,metric_validation,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.00650_table_5;2512.01856_table_2,7632,306,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_012/reference.pdf,3,"[[612.0,792.0],[612.0,792.0],[612.0,792.0]]",letter,555,14,0,1,True,False,True,False,False,False,False,True,True,False,False,False,False,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_012/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v2,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/05_tables_simple_012/output.pdf,True,3,"[[595.276,841.89],[595.276,841.89],[595.276,841.89]]",a4,True,False,False,True
05_tables_simple_014,05_tables_simple,metric_dev,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.02391_table_3;2512.01455_table_2,6599,138,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_014/reference.pdf,2,"[[612.0,792.0],[612.0,792.0]]",letter,867,9,0,0,True,False,True,False,False,False,False,True,True,False,False,False,False,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_014/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v2,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/05_tables_simple_014/output.pdf,True,3,"[[595.276,841.89],[595.276,841.89],[595.276,841.89]]",a4,False,False,False,True
05_tables_simple_015,05_tables_simple,metric_dev,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.03910_table_3;2512.00193_table_8,6184,114,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_015/reference.pdf,3,"[[612.0,792.0],[612.0,792.0],[612.0,792.0]]",letter,378,6,0,0,True,False,True,False,False,False,False,True,True,False,False,False,False,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_015/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v1,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/05_tables_simple_015/output.pdf,True,3,"[[595.276,841.89],[595.276,841.89],[595.276,841.89]]",a4,True,False,False,True
05_tables_simple_017,05_tables_simple,metric_validation,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.02269_table_3;2512.03008_table_3,5867,111,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_017/reference.pdf,3,"[[612.0,792.0],[612.0,792.0],[612.0,792.0]]",letter,515,21,0,1,True,False,True,False,False,False,False,True,True,False,False,False,False,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_017/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v3,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v3_heldout_v2_failures/samples/05_tables_simple_017/output.pdf,True,1,"[[595.276,841.89]]",a4,False,False,False,True
05_tables_simple_018,05_tables_simple,metric_test,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.04311_table_6;2512.01911_table_6,4539,115,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_018/reference.pdf,3,"[[612.0,792.0],[612.0,792.0],[612.0,792.0]]",letter,403,6,0,0,True,False,True,False,False,False,False,True,True,False,False,False,False,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_018/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v3,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v3_heldout_v2_failures/samples/05_tables_simple_018/output.pdf,True,1,"[[595.276,841.89]]",a4,False,False,False,True
05_tables_simple_020,05_tables_simple,metric_dev,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.01185_table_15;2512.02009_table_16,5020,114,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_020/reference.pdf,3,"[[612.0,792.0],[612.0,792.0],[612.0,792.0]]",letter,580,5,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_020/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v1,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/05_tables_simple_020/output.pdf,True,3,"[[595.276,841.89],[595.276,841.89],[595.276,841.89]]",a4,True,False,False,True
05_tables_simple_021,05_tables_simple,metric_validation,20260715,prompt_dev,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.04438_table_2;2512.00750_table_1,7517,247,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_021/reference.pdf,3,"[[612.0,792.0],[612.0,792.0],[612.0,792.0]]",letter,687,25,0,1,True,False,True,False,False,False,False,True,True,False,False,False,False,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_021/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v0,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v0/samples/05_tables_simple_021/output.pdf,True,2,"[[595.276,841.89],[595.276,841.89]]",a4,False,False,False,True
05_tables_simple_023,05_tables_simple,metric_dev,20260715,prompt_dev,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.03307_table_5;2512.02195_table_6,4523,100,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_023/reference.pdf,3,"[[612.0,792.0],[612.0,792.0],[612.0,792.0]]",letter,471,9,0,1,True,False,True,False,False,False,False,True,True,False,False,False,False,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_023/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v0,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v0/samples/05_tables_simple_023/output.pdf,True,2,"[[595.276,841.89],[595.276,841.89]]",a4,False,False,False,True
05_tables_simple_024,05_tables_simple,metric_dev,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.02195_table_8;2512.02195_table_3,4076,104,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_024/reference.pdf,3,"[[612.0,792.0],[612.0,792.0],[612.0,792.0]]",letter,243,6,0,0,True,False,True,False,False,False,False,True,True,False,False,False,False,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_024/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v1,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/05_tables_simple_024/output.pdf,True,3,"[[595.276,841.89],[595.276,841.89],[595.276,841.89]]",a4,True,False,False,True
05_tables_simple_025,05_tables_simple,metric_test,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.02195_table_7;2512.02195_table_9,4045,104,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_025/reference.pdf,3,"[[612.0,792.0],[612.0,792.0],[612.0,792.0]]",letter,241,6,0,0,True,False,True,False,False,False,False,True,True,False,False,False,False,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_025/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v1,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/05_tables_simple_025/output.pdf,True,3,"[[595.276,841.89],[595.276,841.89],[595.276,841.89]]",a4,True,False,False,True
05_tables_simple_027,05_tables_simple,metric_dev,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.02195_table_4;2512.05431_table_2,4844,103,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_027/reference.pdf,3,"[[612.0,792.0],[612.0,792.0],[612.0,792.0]]",letter,422,12,0,1,True,False,True,False,False,False,False,True,True,False,False,False,False,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_027/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v2,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/05_tables_simple_027/output.pdf,True,2,"[[595.276,841.89],[595.276,841.89]]",a4,False,False,False,True
05_tables_simple_028,05_tables_simple,metric_validation,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.00750_table_6;2512.01786_table_4,7242,106,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_028/reference.pdf,2,"[[612.0,792.0],[612.0,792.0]]",letter,466,19,0,1,True,True,True,False,False,False,False,True,True,False,False,False,False,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_028/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v2,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/05_tables_simple_028/output.pdf,True,2,"[[595.276,841.89],[595.276,841.89]]",a4,True,False,False,True
06_tables_moderate_002,06_tables_moderate,metric_validation,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.01992_table_14;2512.01992_table_15,7533,195,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_002/reference.pdf,3,"[[612.0,792.0],[612.0,792.0],[612.0,792.0]]",letter,342,6,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_002/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v1,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/06_tables_moderate_002/output.pdf,True,3,"[[595.276,841.89],[595.276,841.89],[595.276,841.89]]",a4,True,False,False,True
06_tables_moderate_007,06_tables_moderate,metric_test,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.00835_table_3;2512.01692_table_4,7426,152,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_007/reference.pdf,3,"[[612.0,792.0],[612.0,792.0],[612.0,792.0]]",letter,298,43,0,1,True,False,True,False,False,False,False,True,True,False,False,False,False,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_007/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v1,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/06_tables_moderate_007/output.pdf,True,3,"[[595.276,841.89],[595.276,841.89],[595.276,841.89]]",a4,True,False,False,True
06_tables_moderate_008,06_tables_moderate,metric_dev,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.01775_table_3;2512.01775_table_2,9731,134,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_008/reference.pdf,3,"[[612.0,792.0],[612.0,792.0],[612.0,792.0]]",letter,1696,114,0,2,True,False,True,False,False,False,False,True,True,False,False,False,False,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_008/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v1,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/06_tables_moderate_008/output.pdf,True,3,"[[612.0,792.0],[612.0,792.0],[612.0,792.0]]",letter,True,True,True,False
06_tables_moderate_010,06_tables_moderate,metric_dev,20260715,prompt_dev,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.03369_table_1;2512.01188_table_1,6915,85,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_010/reference.pdf,2,"[[612.0,792.0],[612.0,792.0]]",letter,685,37,0,1,True,False,True,False,False,False,False,True,True,False,False,False,False,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_010/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v1_targeted_retry,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_v0_failures/samples/06_tables_moderate_010/output.pdf,True,3,"[[595.276,841.89],[595.276,841.89],[595.276,841.89]]",a4,False,False,False,True
06_tables_moderate_012,06_tables_moderate,metric_validation,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.03643_table_3;2512.01892_table_11,7059,136,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_012/reference.pdf,3,"[[612.0,792.0],[612.0,792.0],[612.0,792.0]]",letter,808,11,0,0,True,False,True,False,False,False,False,True,True,False,False,False,False,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_012/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v2,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/06_tables_moderate_012/output.pdf,True,3,"[[595.276,841.89],[595.276,841.89],[595.276,841.89]]",a4,True,False,False,True
06_tables_moderate_013,06_tables_moderate,metric_test,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.04395_table_1;2512.04981_table_13,7950,139,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_013/reference.pdf,2,"[[612.0,792.0],[612.0,792.0]]",letter,698,69,0,15,False,False,True,False,False,False,False,False,True,False,False,False,False,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_013/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v1,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/06_tables_moderate_013/output.pdf,True,3,"[[595.276,841.89],[595.276,841.89],[595.276,841.89]]",a4,False,False,False,True
06_tables_moderate_014,06_tables_moderate,metric_dev,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.01391_table_5;2512.01892_table_9,7215,126,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_014/reference.pdf,3,"[[612.0,792.0],[612.0,792.0],[612.0,792.0]]",letter,628,6,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_014/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v2,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/06_tables_moderate_014/output.pdf,True,3,"[[595.276,841.89],[595.276,841.89],[595.276,841.89]]",a4,True,False,False,True
06_tables_moderate_015,06_tables_moderate,metric_test,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.01438_table_5;2512.05428_table_1,5904,129,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_015/reference.pdf,3,"[[612.0,792.0],[612.0,792.0],[612.0,792.0]]",letter,560,6,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_015/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v1,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/06_tables_moderate_015/output.pdf,True,3,"[[595.276,841.89],[595.276,841.89],[595.276,841.89]]",a4,True,False,False,True
06_tables_moderate_017,06_tables_moderate,metric_dev,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.00057_table_3;2512.00057_table_5,8335,128,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_017/reference.pdf,3,"[[612.0,792.0],[612.0,792.0],[612.0,792.0]]",letter,871,8,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_017/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v2,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/06_tables_moderate_017/output.pdf,True,2,"[[595.276,841.89],[595.276,841.89]]",a4,False,False,False,True
06_tables_moderate_018,06_tables_moderate,metric_validation,20260715,prompt_dev,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.00057_table_6;2512.00057_table_7,8335,128,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_018/reference.pdf,3,"[[612.0,792.0],[612.0,792.0],[612.0,792.0]]",letter,900,8,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_018/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v0,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v0/samples/06_tables_moderate_018/output.pdf,True,3,"[[595.276,841.89],[595.276,841.89],[595.276,841.89]]",a4,True,False,False,True
06_tables_moderate_019,06_tables_moderate,metric_dev,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.04660_table_3;2512.01096_table_1,7664,133,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_019/reference.pdf,2,"[[612.0,792.0],[612.0,792.0]]",letter,288,12,0,0,True,False,True,False,False,False,False,True,True,False,False,False,False,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_019/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v2,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/06_tables_moderate_019/output.pdf,True,2,"[[595.276,841.89],[595.276,841.89]]",a4,True,False,False,True
06_tables_moderate_029,06_tables_moderate,metric_validation,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.03989_table_11;2512.01406_table_5,6526,110,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_029/reference.pdf,2,"[[612.0,792.0],[612.0,792.0]]",letter,510,10,0,0,True,False,True,False,False,False,False,True,True,False,False,False,False,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_029/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v3,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v3_heldout_v2_failures/samples/06_tables_moderate_029/output.pdf,True,2,"[[595.276,841.89],[595.276,841.89]]",a4,True,False,False,True
06_tables_moderate_030,06_tables_moderate,metric_validation,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.01406_table_4;2512.01970_table_6,6170,116,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_030/reference.pdf,3,"[[612.0,792.0],[612.0,792.0],[612.0,792.0]]",letter,581,10,0,0,True,False,True,False,False,False,False,True,True,False,False,False,False,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_030/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,,False,,False,,,missing,,,,
06_tables_moderate_031,06_tables_moderate,metric_test,20260715,heldout,hf_extracted,piushorn/arxiv-latex-tables-43k,2512.05501_table_19;2512.02801_table_11,9381,119,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_031/reference.pdf,2,"[[612.0,792.0],[612.0,792.0]]",letter,916,17,0,1,True,False,True,False,False,False,False,True,True,False,False,False,False,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_031/provenance.json,source_ids,,False,False,authors;license;retrieval_timestamp;source_url;transformation_record,google/gemini-3.1-flash-lite,v2,True,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/06_tables_moderate_031/output.pdf,True,3,"[[595.276,841.89],[595.276,841.89],[595.276,841.89]]",a4,False,False,False,True
