audit_case_id,audit_index,sample_id,category,model_hidden_truth,resolved_model_hidden_truth,selected_prompt_stage_hidden_truth,prompt_path_hidden_truth,system_prompt_sha256_hidden_truth,final_attempt_hidden_truth,candidate_compiled,top_residual_box_useful_after_unblind,axis_labels_plausible_after_unblind,canvas_confound,reviewer,unblind_notes
AI068,68,03_math_inline_display_007,03_math_inline_display,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,1,true,false,true,true,LLM_research_audit,"The box is almost the whole reference formula page and does not distinguish the four raw-command failures. Low content, layout, and typography scores correctly signal the visible mathematics breakdown."
AI069,69,08_crossrefs_citations_005,08_crossrefs_citations,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,LLM_research_audit,The cyan frame covers the full paper rather than the duplicated cross-reference sentence or relabeled citations. High content with poor layout and moderate typography remains plausible because most text is preserved.
AI070,70,03_math_inline_display_017,03_math_inline_display,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,LLM_research_audit,The enclosure is a full-page content box and does not isolate a defect. Moderate-to-high content with low layout and typography is plausible for five intact displays moved into a tighter composition.
AI071,71,07_figures_captions_010,07_figures_captions,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,true,LLM_research_audit,The residual box spans the complete reference page rather than the removed label text and redundant figure reference. High content with weak layout/typography is directionally consistent with the readable candidate.
AI072,72,03_math_inline_display_016,03_math_inline_display,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,1,true,false,true,true,LLM_research_audit,"The box encloses the entire formula page instead of the four raw-text expressions. Low content, layout, and typography scores plausibly reflect the dominant formula-rendering failure."
AI073,73,05_tables_simple_018,05_tables_simple,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v3,prompts/latex_to_typst/system_v3.txt,f076bb100247de52ed359cdb5fc33c5adfadf81b13403da8231c275b211f4cb8,1,true,true,true,true,LLM_research_audit,"The box selects reference page 2 and its structured table, which disappears as a separate page in the flattened one-page candidate. Partial content with near-zero layout, typography, and pagination is visually supported."
AI074,74,06_tables_moderate_032,06_tables_moderate,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,1,true,true,false,true,LLM_research_audit,The cyan box usefully encloses the page-3 table whose candidate version is smaller. The low pagination score is not plausible because both documents preserve three corresponding pages and the table remains on page 3.
AI075,75,09_algorithms_003,09_algorithms,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1_targeted_retry,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,true,true,true,LLM_research_audit,"The box identifies the reference's page-2 algorithm, which is repaginated onto candidate page 1. Preserved content with low layout and pagination fidelity correctly reflects the line-number and page-break changes."
AI076,76,03_math_inline_display_004,03_math_inline_display,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,1,true,false,true,true,LLM_research_audit,The residual enclosure covers the full reference content and does not identify any individual formula. Moderate content with low layout and typography is plausible for intact mathematics under global rescaling.
AI077,77,04_math_aligned_004,04_math_aligned,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,LLM_research_audit,The box spans all five aligned groups rather than a localized change. The axis pattern plausibly separates retained formula content from substantial whole-page layout and type-scale drift.
AI078,78,10_compact_papers_001,10_compact_papers,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,LLM_research_audit,The cyan frame is page-wide and does not isolate the duplicated equation wording. Very high content with moderate appearance and weak layout is consistent with the otherwise intact compact paper.
AI079,79,01_prose_sections_014,01_prose_sections,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,1,true,false,true,true,LLM_research_audit,The enclosure covers the complete prose page rather than the removed raw prefix or compact heading changes. High content with low layout/typography is directionally consistent with the reflow.
AI080,80,07_figures_captions_014,07_figures_captions,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,true,LLM_research_audit,The box is a full-page frame and misses the fragmented subtitle as a discrete target. Very high content and low layout/typography remain plausible because the figure and caption are retained.
AI081,81,07_figures_captions_007,07_figures_captions,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,2,true,false,true,true,LLM_research_audit,"The cyan box spans the whole reference page rather than the redundant figure-reference sentence. Content remains relatively high while layout and typography are low, matching the broad re-rendering."
AI082,82,06_tables_moderate_031,06_tables_moderate,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,2,true,false,true,true,LLM_research_audit,"The top box targets the sparse reference title/table page and does not localize the candidate's dense overlap on page 2. Low layout, typography, and pagination with moderate content is nevertheless a plausible axis pattern for the failure."
AI083,83,11_forms_cv_letters_009,11_forms_cv_letters,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,false,LLM_research_audit,"The enclosure covers nearly the entire reference letter and does not isolate omitted, renamed, or invented fields. High content with low layout and moderate typography is plausible because the main body remains while semantic fields drift."
AI084,84,09_algorithms_016,09_algorithms,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,true,LLM_research_audit,The box is an entire algorithm-page enclosure rather than a nesting-specific region. Medium content with very low layout and typography plausibly reflects preserved tokens but corrupted numbering and hierarchy.
AI085,85,08_crossrefs_citations_002,08_crossrefs_citations,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,1,true,false,true,true,LLM_research_audit,The whole-page box does not isolate citation-key substitution or the added section number. High content with weak layout and typography is directionally consistent with the readable but relabeled paper.
AI086,86,02_lists_formatting_026,02_lists_formatting,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,2,true,false,true,true,LLM_research_audit,The residual frame spans the complete list page and does not identify a discrete defect. High content and low layout/typography are plausible for a fully preserved list under compact reflow.
AI087,87,01_prose_sections_001,01_prose_sections,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,1,true,false,true,true,LLM_research_audit,The enclosure is page-wide and does not localize the black missing-glyph block in Extracted Prose 1. High content with low layout and typography is plausible because most text remains despite the local corruption.
AI088,88,06_tables_moderate_034,06_tables_moderate,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,true,true,true,LLM_research_audit,"The box selects reference page 3 and the second table, whose candidate counterpart is moved to page 2 and overflows at the bottom. High token content with very low layout/typography and poor pagination is visually supported."
AI089,89,04_math_aligned_005,04_math_aligned,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,1,true,true,true,true,LLM_research_audit,"The box identifies reference page 2 containing later mathematical displays that are collapsed into raw text on candidate page 1. Low content, layout, typography, and pagination correctly characterize the conversion."
AI090,90,05_tables_simple_020,05_tables_simple,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,true,false,true,LLM_research_audit,The box usefully encloses the page-2 table whose candidate counterpart is drastically reduced. The depressed pagination score is not plausible because both documents retain three corresponding pages and no page-break defect is visible.
AI091,91,01_prose_sections_009,01_prose_sections,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,true,LLM_research_audit,The cyan box covers the entire prose page instead of a localized region. Near-perfect content with weak layout and moderate appearance is consistent with a readable compact reconstruction.
AI092,92,03_math_inline_display_013,03_math_inline_display,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,1,true,false,true,true,LLM_research_audit,"The enclosure is a whole-page formula frame and does not isolate the three raw-code expressions. Low content, layout, and typography plausibly reflect the mixed rendered/raw result."
AI093,93,10_compact_papers_015,10_compact_papers,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,2,true,false,true,true,LLM_research_audit,The box tightly surrounds most of reference page 1 but remains a broad content-frame residual rather than a diagnostic location. High content with low layout and moderate typography is plausible for the denser two-page paper.
AI094,94,06_tables_moderate_035,06_tables_moderate,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,true,true,true,LLM_research_audit,"The cyan box encloses candidate page 3, an added table page absent from the one-page reference. High content with near-zero layout/typography and poor pagination is directionally consistent with the overflow and repagination."
AI095,95,04_math_aligned_015,04_math_aligned,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,2,true,true,true,true,LLM_research_audit,"The box selects reference page 2 where later aligned displays occur, while the candidate collapses all five expressions into raw text on page 1. Very low content, layout, typography, and pagination are supported by the rendering."
AI096,96,09_algorithms_001,09_algorithms,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v3,prompts/latex_to_typst/system_v3.txt,f076bb100247de52ed359cdb5fc33c5adfadf81b13403da8231c275b211f4cb8,1,true,true,true,true,LLM_research_audit,"The box encloses the reference page-2 algorithm, whose candidate version becomes a plain numbered list split across two pages. Very low content, layout, and typography correctly signal the structural and notation loss."
AI097,97,09_algorithms_013,09_algorithms,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,true,true,true,LLM_research_audit,The box identifies the reference page-2 algorithm that is moved onto candidate page 1. Partial content retention with near-zero layout and pagination plausibly represents the changed hierarchy and page break.
AI098,98,11_forms_cv_letters_002,11_forms_cv_letters,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,1,true,true,true,true,LLM_research_audit,The enclosure correctly selects the candidate's extra nearly empty third page containing only signature lines. Poor layout and pagination with fairly high content is consistent with the preserved CV text and orphaned footer.
AI099,99,06_tables_moderate_033,06_tables_moderate,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v3,prompts/latex_to_typst/system_v3.txt,f076bb100247de52ed359cdb5fc33c5adfadf81b13403da8231c275b211f4cb8,2,true,true,true,true,LLM_research_audit,"The box selects reference page 2 and its first table, which is flattened with the second table into candidate page-1 prose. Partial content with near-zero layout, typography, and pagination is visually supported."
AI100,100,05_tables_simple_005,05_tables_simple,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,1,true,true,true,true,LLM_research_audit,The cyan box encloses the candidate's added page-3 table and its overlapped bottom rows. High token content with near-zero layout and pagination plausibly distinguishes retained values from unusable table geometry.
AI101,101,01_prose_sections_010,01_prose_sections,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,true,LLM_research_audit,The residual enclosure is an entire reference content block and does not isolate any defect. High content with weak layout and typography is plausible for the preserved prose and corrected title rendering.
AI102,102,09_algorithms_009,09_algorithms,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,LLM_research_audit,The cyan frame spans the full reference algorithm page rather than the compressed run-on box in the candidate. Medium content with zero layout and low typography plausibly reflects the lost line and comment structure.
AI103,103,11_forms_cv_letters_006,11_forms_cv_letters,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,false,LLM_research_audit,The box is nearly the full reference letter and does not isolate the missing date and signature. High content with weak layout and moderate typography is plausible because all other letter sections remain.
AI104,104,05_tables_simple_015,05_tables_simple,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,true,false,true,LLM_research_audit,The box usefully encloses the page-3 benchmark table whose candidate version is much narrower. A zero pagination score is not plausible because both documents retain three corresponding pages and the table remains on page 3.
AI105,105,04_math_aligned_002,04_math_aligned,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,1,true,false,true,true,codex_researcher_b,"The cyan enclosure covers almost the entire reference body rather than isolating the malformed formulas. The low content, layout, and typography scores are directionally consistent with the raw-command failure."
AI106,106,01_prose_sections_002,01_prose_sections,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,2,true,false,true,true,codex_researcher_b,The residual enclosure is page-wide and does not isolate the substituted markers or narrower prose block. The score pattern reasonably reflects moderate content change and strong layout displacement.
AI107,107,06_tables_moderate_014,06_tables_moderate,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,2,true,false,true,true,codex_researcher_b,The top box is dominated by whole-page registration difference and misses the later-page table rescaling as a discrete target. High content with very low layout and typography is plausible for preserved but severely miniaturized tables.
AI108,108,09_algorithms_021,09_algorithms,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v3_rescue,prompts/latex_to_typst/system_v3.txt,f076bb100247de52ed359cdb5fc33c5adfadf81b13403da8231c275b211f4cb8,1,true,true,true,true,codex_researcher_b,"The box encloses the algorithm region where indentation and math commands collapse into prose. The low structural, layout, and typography fidelity is visually supported."
AI109,109,01_prose_sections_012,01_prose_sections,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,1,true,false,true,true,codex_researcher_b,The box covers the complete reference text block rather than a localized defect. The high content score and poor layout score agree with intact prose that is substantially shifted and compressed.
AI110,110,03_math_inline_display_012,03_math_inline_display,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,2,true,false,true,true,codex_researcher_b,"The cyan box is effectively a whole-page content frame, so it does not identify which equations failed. The low content and formatting axes are consistent with flattened and malformed mathematics."
AI111,111,06_tables_moderate_007,06_tables_moderate,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,true,true,true,codex_researcher_b,The residual box selects a later-page table region whose candidate counterpart is drastically smaller. The axes correctly separate retained table text from severe layout and typography loss.
AI112,112,05_tables_simple_024,05_tables_simple,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,true,true,true,codex_researcher_b,"The box identifies the large reference table area that becomes a narrow miniature in the candidate. Content remains relatively high while layout and typography collapse, which is visually credible."
AI113,113,09_algorithms_008,09_algorithms,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,true,true,true,codex_researcher_b,The cyan box isolates the algorithm block that was recast as a boxed figure with altered hierarchy. The raw axes are directionally compatible with moderate content and major structural-layout change.
AI114,114,03_math_inline_display_011,03_math_inline_display,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,1,true,false,false,true,codex_researcher_b,"The box follows nearly the entire reference page and adds no useful localization. The formulas are visually faithful with only mild compaction, so content 0.570 and layout 0.000 are implausibly punitive."
AI115,115,04_math_aligned_010,04_math_aligned,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,false,true,codex_researcher_b,"The cyan enclosure is a page-scale registration artifact rather than a defect locator. The output preserves all formulas, making the very low content and layout scores inconsistent with the visible mild shift."
AI116,116,01_prose_sections_007,01_prose_sections,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,true,true,true,codex_researcher_b,"The residual points to the candidate-only second page created by reflow, directly explaining the pagination failure. The zero pagination score and low layout score are supported by the one-to-two-page split."
AI117,117,10_compact_papers_011,10_compact_papers,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v3,prompts/latex_to_typst/system_v3.txt,f076bb100247de52ed359cdb5fc33c5adfadf81b13403da8231c275b211f4cb8,2,true,false,true,true,codex_researcher_b,"The enclosure spans the main page and does not distinguish the raw equation, reference-list substitution, or exposed label. The low content, layout, typography, and structure pattern matches the visible failures."
AI118,118,03_math_inline_display_008,03_math_inline_display,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,1,true,false,true,true,codex_researcher_b,"The box is too broad to localize any one formula failure, although the entire page is affected. Extremely low content and formatting axes are appropriate for clipped raw TeX replacing every display."
AI119,119,02_lists_formatting_013,02_lists_formatting,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,false,true,codex_researcher_b,"The box encloses the whole list block even though no discrete defect exists. All items and ordering are retained, so near-zero layout and low typography scores exaggerate a mild scale and position change."
AI120,120,11_forms_cv_letters_003,11_forms_cv_letters,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,false,codex_researcher_b,"With registration available, the cyan box still spans almost the full letter and does not isolate the missing date or moved address fields. High content with poorer layout and appearance is a plausible decomposition of the visible change."
AI121,121,07_figures_captions_011,07_figures_captions,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,false,true,codex_researcher_b,"The box is a broad frame around the reference figure page rather than a localized residual. The placeholder, caption, and inline math are preserved, so layout 0.000 and very low typography overstate the mild reflow."
AI122,122,01_prose_sections_013,01_prose_sections,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,false,true,codex_researcher_b,"The enclosure tracks the whole reference text block and does not identify a specific error. Near-perfect content is plausible, but zero layout and very low typography are too harsh for modest scaling and vertical shift."
AI123,123,05_tables_simple_006,05_tables_simple,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,2,true,false,true,true,codex_researcher_b,"The top box is on page 1 while the visually important collisions occur at the bottoms of pages 2 and 3, so it is not useful. Low layout and typography with partial pagination fidelity match those later-page defects."
AI124,124,04_math_aligned_003,04_math_aligned,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,1,true,false,true,true,codex_researcher_b,The box covers essentially all page content rather than locating a particular conversion error. The uniformly poor raw axes are justified because every mathematical expression is exposed as source-like text.
AI125,125,07_figures_captions_006,07_figures_captions,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,2,true,false,false,true,codex_researcher_b,The residual enclosure is page-wide and does not target the duplicated closing reference phrase. Very low layout and typography scores are not credible for an otherwise faithful figure row with a local text duplication.
AI126,126,08_crossrefs_citations_012,08_crossrefs_citations,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,2,true,false,false,true,codex_researcher_b,The box does not isolate the duplicated Section and Equation labels; it follows the full reference content area. The raw formatting penalties are excessive relative to the two localized cross-reference errors.
AI127,127,02_lists_formatting_012,02_lists_formatting,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,false,true,codex_researcher_b,"The cyan frame surrounds the complete list rather than a visible defect. Item content and order are preserved, so zero layout and low typography do not match the merely modest reflow."
AI128,128,05_tables_simple_012,05_tables_simple,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,1,true,false,true,true,codex_researcher_b,"The selected residual is on page 1, whereas the meaningful grid-density and bottom-collision defects are on pages 2 and 3. The poor layout and typography axes are nevertheless directionally consistent with those failures."
AI129,129,03_math_inline_display_006,03_math_inline_display,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,false,true,codex_researcher_b,"The box is a whole-page registration residual and no local formula error is visible. All five displays are intact, making content 0.701 and layout 0.000 much harsher than the mild compaction warrants."
AI130,130,04_math_aligned_012,04_math_aligned,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1_targeted_retry,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,false,true,codex_researcher_b,"The cyan enclosure does not isolate the altered alignment and page-2 centering; it mostly traces a broad page region. The formulas remain readable and complete, so the content and layout penalties overstate the observed reflow."
AI131,131,07_figures_captions_013,07_figures_captions,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,false,true,codex_researcher_b,The top box surrounds the overall figure region rather than the raw protect text and duplicated caption reference. The very low layout and appearance values are disproportionate to those small local artifacts.
AI132,132,05_tables_simple_014,05_tables_simple,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,2,true,true,false,true,codex_researcher_b,"The residual encloses the table absent from candidate page 1, so it usefully exposes the table-to-new-page pagination shift despite its large extent. Content is largely preserved, making content 0.636 too low even though layout and pagination correctly fail."
AI133,133,03_math_inline_display_014,03_math_inline_display,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1_targeted_retry,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,false,true,codex_researcher_b,"The box is page-scale and does not identify any discrete formula error. All expressions are preserved, so the low content, layout, and typography axes are inconsistent with the visible mild compaction."
AI134,134,06_tables_moderate_010,06_tables_moderate,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1_targeted_retry,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,true,true,true,codex_researcher_b,"The residual identifies the candidate-only third page produced by table overflow. The poor layout, typography, structure, and pagination axes agree with the extra page and severe page-2 collision."
