variant_id,sample_id,variant,severity,score_and_localization_equal,mismatched_fields,pdf_bytes_equal,render_pixels_equal
d18e87d5a35d27fe,10_compact_papers_005,text_deletion,1,true,,,
d22c3467ce5f6a13,08_crossrefs_citations_011,text_deletion,2,true,,true,true
d234aa19db1b53ba,02_lists_formatting_026,text_deletion,3,true,,,
d23550a1a1f66cd1,07_figures_captions_014,text_deletion,2,true,,true,true
d269b5c1f59a669b,07_figures_captions_008,text_deletion,2,true,,true,true
d2a070dca2c4f148,06_tables_moderate_031,text_deletion,3,true,,,
d2e69d828ea22730,02_lists_formatting_013,text_deletion,1,true,,,
d3431882853925e1,07_figures_captions_007,text_deletion,3,true,,,
d4dfe464ef2ac5a2,08_crossrefs_citations_008,text_deletion,3,true,,,
d5628be58d8c8f99,07_figures_captions_014,text_deletion,1,true,,,
d70de099b437a3c7,08_crossrefs_citations_008,text_deletion,1,true,,,
d83dcc24afc1c97c,01_prose_sections_003,text_deletion,1,true,,,
d8e12d9f4fb73504,01_prose_sections_009,text_deletion,1,true,,,
d91a0c31434fd89b,11_forms_cv_letters_009,text_deletion,1,true,,,
d96b0aacda4661a0,06_tables_moderate_019,text_deletion,1,true,,,
da5bf634113c7461,04_math_aligned_001,text_deletion,1,true,,,
dadedc2ff86423b3,07_figures_captions_010,text_deletion,2,true,,true,true
dae0787b5444799f,08_crossrefs_citations_015,text_deletion,2,true,,true,true
daf98007d366a89e,03_math_inline_display_008,text_deletion,2,true,,true,true
db50ce11d80a5d72,02_lists_formatting_002,text_deletion,1,true,,,
dcab6309fde74f06,10_compact_papers_012,text_deletion,1,true,,,
dcae5e3b58c57dbb,09_algorithms_011,text_deletion,3,true,,,
dcc8561a199e1ebe,02_lists_formatting_026,text_deletion,1,true,,,
dcf7f06715638324,05_tables_simple_001,text_deletion,1,true,,,
dd0b0092dfc10d9e,03_math_inline_display_009,text_deletion,3,true,,,
de7facf20d7bff43,01_prose_sections_007,text_deletion,3,true,,,
dee1bfc9fb53d24e,01_prose_sections_006,text_deletion,3,true,,,
defe538766c3448e,08_crossrefs_citations_013,text_deletion,3,true,,,
df1622a643b49e99,11_forms_cv_letters_003,text_deletion,2,true,,true,true
df1ccbc373725403,05_tables_simple_024,text_deletion,2,true,,true,true
e0f228608728d255,03_math_inline_display_008,text_deletion,3,true,,,
e131fa4884f79e69,04_math_aligned_009,text_deletion,3,true,,,
e144cb413b8ddf92,08_crossrefs_citations_002,text_deletion,1,true,,,
e2bc5954247d6945,04_math_aligned_007,text_deletion,3,true,,,
e39d051fdf39c81b,04_math_aligned_005,text_deletion,3,true,,,
e49bfd350d3fb158,01_prose_sections_003,text_deletion,3,true,,,
e5051dcb4a98b46b,03_math_inline_display_010,text_deletion,3,true,,,
e5385a99b634df33,08_crossrefs_citations_005,text_deletion,1,true,,,
e53cff290a1c2867,05_tables_simple_011,text_deletion,1,true,,,
e546a2434e0a8bdf,11_forms_cv_letters_006,text_deletion,1,true,,,
e67e6e828f4ed108,08_crossrefs_citations_012,text_deletion,3,true,,,
e7277905ec4f1617,07_figures_captions_005,text_deletion,2,true,,true,true
eac739890f637265,01_prose_sections_001,text_deletion,1,true,,,
eb2aca513b3fe54a,04_math_aligned_013,text_deletion,3,true,,,
ec232e08ccf087f6,11_forms_cv_letters_005,text_deletion,2,true,,true,true
ecb6e86939d39bc4,04_math_aligned_003,text_deletion,3,true,,,
ed766a65edc73d59,02_lists_formatting_011,text_deletion,2,true,,true,true
edc46272571dc4e3,06_tables_moderate_033,text_deletion,3,true,,,
ee1c3cc4449acbb0,10_compact_papers_012,text_deletion,3,true,,,
ee308fe936bf6439,01_prose_sections_010,text_deletion,2,true,,true,true
ee9944d87ef090ba,07_figures_captions_015,text_deletion,3,true,,,
eee9bf8a5bdf8afe,10_compact_papers_015,text_deletion,3,true,,,
ef5356cd2e65d021,05_tables_simple_007,text_deletion,1,true,,,
ef5db342ae0c534c,08_crossrefs_citations_014,text_deletion,2,true,,true,true
f081193f467072be,01_prose_sections_008,text_deletion,1,true,,,
f0f657930c4558f5,06_tables_moderate_019,text_deletion,2,true,,true,true
f20f84c1eb5b6464,06_tables_moderate_007,text_deletion,3,true,,,
f26df09be9957f65,07_figures_captions_002,text_deletion,3,true,,,
f380b8a051f3b931,04_math_aligned_007,text_deletion,1,true,,,
f394b342206ecdf8,05_tables_simple_005,text_deletion,1,true,,,
f3d549c145fa32fc,02_lists_formatting_018,text_deletion,2,true,,true,true
f4d43b81e0bbdbfd,10_compact_papers_006,text_deletion,2,true,,true,true
f5077feaba3294a8,05_tables_simple_018,text_deletion,1,true,,,
f5693c9e1608606f,05_tables_simple_001,text_deletion,2,true,,true,true
f58aaec00320c843,09_algorithms_008,text_deletion,1,true,,,
f5af0206dcbc0f08,03_math_inline_display_002,text_deletion,2,true,,true,true
f697025746de3bc1,07_figures_captions_013,text_deletion,1,true,,,
f69f34a773a2a433,08_crossrefs_citations_014,text_deletion,1,true,,,
f6a88ef7714703b0,05_tables_simple_006,text_deletion,3,true,,,
f6f14bcdb41261ef,10_compact_papers_004,text_deletion,1,true,,,
f7435680ad59da0a,08_crossrefs_citations_012,text_deletion,1,true,,,
f7c5d1f65da023ab,08_crossrefs_citations_009,text_deletion,1,true,,,
f9ce285fa48380dd,02_lists_formatting_014,text_deletion,3,true,,,
fa1ad0219b89b295,08_crossrefs_citations_008,text_deletion,2,true,,true,true
fb994e916d040543,08_crossrefs_citations_010,text_deletion,1,true,,,
fbbadfd0b89f9e8b,08_crossrefs_citations_007,text_deletion,3,true,,,
fbe9e1fc5391411b,03_math_inline_display_007,text_deletion,3,true,,,
fc20fbfa1382d919,02_lists_formatting_013,text_deletion,2,true,,true,true
fc4305b4f5e9be1e,11_forms_cv_letters_008,text_deletion,3,true,,,
fc839df4ec230710,05_tables_simple_015,text_deletion,1,true,,,
fdd22cdf4afeb1f6,04_math_aligned_006,text_deletion,2,true,,true,true
fecc1859606f74a7,03_math_inline_display_005,text_deletion,3,true,,,
ff3a346f1c2eed76,09_algorithms_017,text_deletion,1,true,,,
ff5a1190e2088bb4,09_algorithms_003,text_deletion,3,true,,,
ffad7caf085b5cce,06_tables_moderate_002,text_deletion,1,true,,,
