sample_id,category,complexity_band,reference_pages,family,severity,variant,expectation,status,failed_gates,review_flags,content,token_precision,token_recall,numeric_exact,layout,typography,appearance_proxy,pagination
09_algorithms_005,09_algorithms,medium,1,word_deletion,0.05,delete_5pct_words,token_recall,pass,,,0.9835214063932153,1.0,0.9702127659574468,True,0.9999999879999403,1.0,0.9646533134099731,0.9847512378460517
09_algorithms_005,09_algorithms,medium,1,word_deletion,0.15,delete_15pct_words,token_recall,fail,token_recall,,0.9520179593238143,1.0,0.9191489361702128,True,0.9999999633769142,1.0,0.9050730697066218,0.9574031177654829
09_algorithms_005,09_algorithms,medium,1,word_addition,5,add_5_words,token_precision,pass,,,0.9863934881139581,0.9791666666666666,1.0,True,0.9999999999999999,1.0,0.9666313514797591,0.9894914433153158
09_algorithms_005,09_algorithms,medium,1,word_addition,20,add_20_words,token_precision,fail,token_precision,,0.9480061761546725,0.9215686274509803,1.0,True,0.9999999999999999,1.0,0.8853364821560579,0.959977416536742
09_algorithms_005,09_algorithms,medium,1,numeric_change,1,change_one_number,numeric_token_mismatch,review,,numeric_token_mismatch,0.9980406223309145,1.0,0.9957446808510638,False,0.9996747376241225,1.0,0.9984404826580545,0.9980466825532734
09_algorithms_005,09_algorithms,medium,1,obstruction,0.15,obstruct_15pct_width,appearance_monotonic,pass,,,1.0,1.0,1.0,True,0.9999999999999999,1.0,0.9218136843694433,0.9973227704692591
09_algorithms_005,09_algorithms,medium,1,obstruction,0.45,obstruct_45pct_width,appearance_monotonic,pass,,,1.0,1.0,1.0,True,0.9999999999999999,1.0,0.824481474528215,0.993828171957755
09_algorithms_005,09_algorithms,medium,1,crop,0.08,crop_bottom_8pct,appearance_monotonic,review,,numeric_token_mismatch,0.998220867277313,1.0,0.9957446808510638,False,0.8285324245517005,1.0,0.9990736568687968,0.9586690130288483
09_algorithms_005,09_algorithms,medium,1,crop,0.2,crop_bottom_20pct,appearance_monotonic,fail,token_recall,numeric_token_mismatch,0.945984199459706,1.0,0.8978723404255319,False,0.6559540658086029,0.9990995260663507,0.8019531247104004,0.9043521844959679
09_algorithms_005,09_algorithms,medium,1,extra_page,1,append_blank_page,page_count,fail,page_count,low_page_sequence_alignment;appearance_layout_disagreement,1.0,1.0,1.0,True,0.9999999999999999,1.0,0.65,0.5
10_compact_papers_015,10_compact_papers,high,2,identity_clone,0,producer_clone,no_flags,pass,,,1.0,1.0,1.0,True,0.9993872549019608,1.0,1.0,1.0
10_compact_papers_015,10_compact_papers,high,2,translation,1,translate_1pt,no_hard_failure,pass,,,1.0,1.0,1.0,True,0.9903713997583568,1.0,0.9745115549997775,0.9998182844500167
10_compact_papers_015,10_compact_papers,high,2,translation,4,translate_4pt,layout_monotonic,review,,appearance_layout_disagreement,1.0,1.0,1.0,True,0.9646036787841537,1.0,0.6755441988703039,0.9986222204586512
10_compact_papers_015,10_compact_papers,high,2,translation,12,translate_12pt,layout_monotonic,review,,appearance_layout_disagreement,1.0,1.0,1.0,True,0.9044164356918005,1.0,0.5454239450997773,0.978096138439235
10_compact_papers_015,10_compact_papers,high,2,word_deletion,0.01,delete_1pct_words,token_recall,pass,,,0.9961122916023286,1.0,0.9926650366748166,True,0.9993827044467913,1.0,0.9855992878793057,0.9935969320688676
10_compact_papers_015,10_compact_papers,high,2,word_deletion,0.05,delete_5pct_words,token_recall,pass,,,0.9808860495713103,1.0,0.9633251833740831,True,0.9993638223370088,1.0,0.9693831976545125,0.9600268858950991
10_compact_papers_015,10_compact_papers,high,2,word_deletion,0.15,delete_15pct_words,token_recall,fail,token_recall,,0.9371081699671608,1.0,0.8899755501222494,True,0.9993111677960572,1.0,0.9084422503747931,0.9498048581590139
10_compact_papers_015,10_compact_papers,high,2,word_addition,5,add_5_words,token_precision,pass,,,0.99244146724763,0.9879227053140096,1.0,True,0.9993872549019608,1.0,0.9913468056831066,0.994412349882314
10_compact_papers_015,10_compact_papers,high,2,word_addition,20,add_20_words,token_precision,pass,,,0.9705096537847399,0.9533799533799534,1.0,True,0.9993872549019608,1.0,0.9672306835507939,0.9786549323791219
10_compact_papers_015,10_compact_papers,high,2,numeric_change,1,change_one_number,numeric_token_mismatch,review,,numeric_token_mismatch,0.9989884794726356,1.0,0.9975550122249389,False,0.9993857458308807,1.0,0.9998414277045788,0.9989418583474406
10_compact_papers_015,10_compact_papers,high,2,obstruction,0.15,obstruct_15pct_width,appearance_monotonic,pass,,,1.0,1.0,1.0,True,0.9993872549019608,1.0,0.9864390434206415,0.999646425162872
10_compact_papers_015,10_compact_papers,high,2,obstruction,0.45,obstruct_45pct_width,appearance_monotonic,pass,,,1.0,1.0,1.0,True,0.9993872549019608,1.0,0.9600844771152608,0.9991870150189077
10_compact_papers_015,10_compact_papers,high,2,crop,0.08,crop_bottom_8pct,appearance_monotonic,review,,numeric_token_mismatch,0.9979746389573794,1.0,0.9951100244498777,False,0.8353076895106326,1.0,0.9471555701662208,0.968652688948933
10_compact_papers_015,10_compact_papers,high,2,crop,0.2,crop_bottom_20pct,appearance_monotonic,fail,token_recall,numeric_token_mismatch,0.9404159361827772,1.0,0.8850855745721271,False,0.6663894846356819,0.9986626881172118,0.8350850347840395,0.9259180831520416
10_compact_papers_015,10_compact_papers,high,2,extra_page,1,append_blank_page,page_count,fail,page_count,low_page_sequence_alignment,1.0,1.0,1.0,True,0.9993872549019608,1.0,0.7666666666666666,0.6666666666666666
10_compact_papers_015,10_compact_papers,high,2,missing_page,1,remove_last_page,page_count,fail,token_recall;page_count,numeric_token_mismatch;low_page_sequence_alignment;appearance_layout_disagreement,0.9572364802134592,1.0,0.9193154034229829,False,0.9999999999999999,1.0,0.5,0.5
10_compact_papers_015,10_compact_papers,high,2,page_reorder,1,swap_first_two_pages,page_sequence,review,,low_page_sequence_alignment;appearance_layout_disagreement,0.9784966342557966,1.0,1.0,True,0.25211958588427874,0.9941008426502919,0.00047336771888820687,0.5
11_forms_cv_letters_010,11_forms_cv_letters,medium,1,identity_clone,0,producer_clone,no_flags,pass,,,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0
11_forms_cv_letters_010,11_forms_cv_letters,medium,1,translation,1,translate_1pt,no_hard_failure,pass,,,1.0,1.0,1.0,True,0.9910168124229413,1.0,0.9745540286145535,0.9999269289598149
11_forms_cv_letters_010,11_forms_cv_letters,medium,1,translation,4,translate_4pt,layout_monotonic,review,,appearance_layout_disagreement,1.0,1.0,1.0,True,0.9653379117732702,1.0,0.683149251868982,0.9992071819532575
11_forms_cv_letters_010,11_forms_cv_letters,medium,1,translation,12,translate_12pt,layout_monotonic,review,,appearance_layout_disagreement,1.0,1.0,1.0,True,0.9053292799331142,1.0,0.28322970632601985,0.9692673122989336
11_forms_cv_letters_010,11_forms_cv_letters,medium,1,word_deletion,0.01,delete_1pct_words,token_recall,pass,,,0.9934900650002643,1.0,0.9866666666666667,True,1.0,1.0,0.9924194053425986,0.9936419234279049
11_forms_cv_letters_010,11_forms_cv_letters,medium,1,word_deletion,0.05,delete_5pct_words,token_recall,fail,token_recall,,0.9721509470402405,1.0,0.9466666666666667,True,0.9999999617722484,1.0,0.9619423375150015,0.9736214478483025
11_forms_cv_letters_010,11_forms_cv_letters,medium,1,word_deletion,0.15,delete_15pct_words,token_recall,fail,token_recall,,0.9199134199134199,1.0,0.8666666666666667,True,0.9999998434392758,1.0,0.8297756695300845,0.9282317754366941
11_forms_cv_letters_010,11_forms_cv_letters,medium,1,word_addition,5,add_5_words,token_precision,fail,token_precision,appearance_layout_disagreement,0.9608570495889842,0.9375,1.0,True,1.0,1.0,0.7454254481891203,0.9677792702348088
11_forms_cv_letters_010,11_forms_cv_letters,medium,1,word_addition,20,add_20_words,token_precision,fail,token_precision,low_page_sequence_alignment;appearance_layout_disagreement,0.8610626778012297,0.7894736842105263,1.0,True,1.0,1.0,0.6023238992643479,0.8831830887216314
11_forms_cv_letters_010,11_forms_cv_letters,medium,1,numeric_change,1,change_one_number,numeric_token_mismatch,review,,numeric_token_mismatch,0.9878048780487806,0.9866666666666667,0.9866666666666667,False,0.9999999807115727,1.0,0.9987623505211201,0.9879961862009192
11_forms_cv_letters_010,11_forms_cv_letters,medium,1,obstruction,0.15,obstruct_15pct_width,appearance_monotonic,pass,,,1.0,1.0,1.0,True,1.0,1.0,0.9143171892909031,0.9986132925667586
11_forms_cv_letters_010,11_forms_cv_letters,medium,1,obstruction,0.45,obstruct_45pct_width,appearance_monotonic,pass,,,1.0,1.0,1.0,True,1.0,1.0,0.7930110196594872,0.9956795213785009
11_forms_cv_letters_010,11_forms_cv_letters,medium,1,crop,0.08,crop_bottom_8pct,appearance_monotonic,pass,,,1.0,1.0,1.0,True,0.836608333243279,1.0,1.0,0.9519149965537091
11_forms_cv_letters_010,11_forms_cv_letters,medium,1,crop,0.2,crop_bottom_20pct,appearance_monotonic,review,,appearance_layout_disagreement,1.0,1.0,1.0,True,0.6702002595139047,1.0,1.0,0.9327610836118321
11_forms_cv_letters_010,11_forms_cv_letters,medium,1,extra_page,1,append_blank_page,page_count,fail,page_count,low_page_sequence_alignment;appearance_layout_disagreement,1.0,1.0,1.0,True,1.0,1.0,0.65,0.5
