audit_case_id,blind_index,content_issue,layout_issue,typography_issue,pagination_issue,specialized_issue,severity_summary,confidence,review_notes,reviewer,audit_index,sample_id,category,model_hidden_truth,resolved_model_hidden_truth,selected_prompt_stage_hidden_truth,prompt_path_hidden_truth,system_prompt_sha256_hidden_truth,final_attempt_hidden_truth,candidate_compiled,top_residual_box_useful_after_unblind,axis_labels_plausible_after_unblind,canvas_confound,unblind_notes,strict_word_f1,number_f1,token_center_displacement_q90,text_ltsim_page_macro,font_size_log_error_q90,unregistered_ink_f1,unregistered_ssim,page_count_delta,page_break_f1,canvas_exact_size_rate,v2_evidence_json,maximum_issue_severity_ordinal
AI034,34,none,minor,minor,none,none,All five formulas are preserved with mild compact reflow.,0.99,"Expression structure and order match; the candidate uses a smaller, higher content block without visible corruption.",codex_researcher_b,34,03_math_inline_display_018,03_math_inline_display,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,false,true,"The residual is a whole-page formula frame. All five formulas are rendered and semantically retained with moderate compaction, so the low content and near-zero visual scores are implausible.",0.5256410256410255,0.9142857142857143,0.18793152532646176,0.7065620640153922,0.04244399158174833,0.13995887294569412,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/03_math_inline_display_018.json,1
AI035,35,moderate,moderate,minor,none,moderate,Visible placeholder prose is replaced by specific math in several paper sections.,0.98,The candidate inserts W-subscript algebra where the reference says 'math expression' and also duplicates 'Equation Equation 1'.,codex_researcher_b,35,10_compact_papers_004,10_compact_papers,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,The cyan frame covers the complete paper body rather than the reconstructed mathematics. Moderate content and poor visual axes are reasonable because generic placeholders in the reference become specific equations and duplicated labels in the candidate.,0.7560975609756098,0.8571428571428571,0.473837439712901,0.7116373611377863,0.08327107371093964,0.3146963205312126,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/10_compact_papers_004.json,2
AI036,36,major,major,major,none,major,Four of five formulas are exposed as source-like text.,1.00,Only expression 1 is typeset; expressions 2 through 5 show long dollar-delimited command strings in place of the reference displays.,codex_researcher_b,36,03_math_inline_display_015,03_math_inline_display,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,1,true,false,true,true,The residual is page-wide rather than localized. The low content and visual scores are supported by four expressions degrading into raw command text.,0.463768115942029,0.9113924050632912,0.1635484980857931,0.7054227096997632,0.04244399158174833,0.2594527845383873,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/03_math_inline_display_015.json,3
AI037,37,moderate,major,moderate,none,major,Algorithmic math and hierarchy are flattened into source-like numbered prose.,0.99,"Many lines retain backslash commands and mathbb tokens, while comments, indentation, procedure blocks, and the ruled algorithm structure disappear.",codex_researcher_b,37,09_algorithms_005,09_algorithms,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v3_rescue,prompts/latex_to_typst/system_v3.txt,f076bb100247de52ed359cdb5fc33c5adfadf81b13403da8231c275b211f4cb8,1,true,false,true,true,"The box covers the full algorithm body instead of isolating malformed lines. The low content, layout, and typography axes are visually consistent with lost hierarchy and extensive raw math commands.",0.47240618101545256,0.8767123287671232,0.2673819914265729,0.7150939687535636,0.07583786145518469,0.22503800325075932,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/09_algorithms_005.json,3
AI038,38,minor,moderate,minor,none,minor,List content is retained but numbering and grouping differ.,0.98,"The reference visibly restarts numbering at 1 and 2 for the latter parts, while the candidate renumbers them 3 and 4 and compresses the formula blocks inline.",codex_researcher_b,38,02_lists_formatting_015,02_lists_formatting,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,"The residual is a broad page frame. High content with very poor layout and typography is plausible because the mathematics is retained but list numbering, grouping, and page density change substantially.",0.7625272331154686,0.7741935483870968,0.4868120179534467,0.6971135525250594,0.01876949541210116,0.1358316326710304,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/02_lists_formatting_015.json,2
AI039,39,major,major,moderate,moderate,major,Placeholder-heavy prose is reconstructed as tables and split across both pages.,0.99,"The candidate replaces repeated 'math expression' rows in Method and Conclusion with bordered numeric grids, moving the last two rows onto page 2.",codex_researcher_b,39,10_compact_papers_002,10_compact_papers,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,The residual covers the entire first-page body rather than a particular reconstructed table. The axes plausibly capture preserved prose with a major transformation from placeholder text to bordered tables and altered page allocation.,0.8831168831168832,0.9548387096774195,0.46827532622348356,0.7295452288362884,0.09905721575013436,0.28215952215052015,,0,0.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/10_compact_papers_002.json,3
AI040,40,none,minor,minor,none,none,The prose document is faithfully retained with mild compact reflow.,0.99,"Title, abstract, metadata, and both extracted prose blocks appear intact and in order; only scale and vertical position differ.",codex_researcher_b,40,01_prose_sections_008,01_prose_sections,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,false,true,"The residual is a page-wide text frame. The prose is faithfully retained with only moderate reflow, so zero layout and very low typography overstate the visible defect.",0.9478527607361963,0.9387755102040817,0.4309528106476402,0.7294412690695278,0.09905721575013436,0.29039349225270983,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/01_prose_sections_008.json,1
AI041,41,moderate,minor,minor,none,moderate,Citation numbering and cross-reference wording diverge from the reference.,0.99,"The candidate replaces [1] and [2] with [GSW] and [KMQ], duplicates 'Section' and 'Equation', and uses source keys for bibliography labels.",codex_researcher_b,41,08_crossrefs_citations_006,08_crossrefs_citations,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,"The residual covers the whole paper body rather than the citation and label defects. High content with weak layout and typography is plausible for source-key citations, duplicated section labels, and strong reflow.",0.8289473684210527,0.8421052631578948,0.4113039157751317,0.7363568381831535,0.09905721575013436,0.22519067916842977,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/08_crossrefs_citations_006.json,2
AI042,42,moderate,minor,minor,none,moderate,Source-key citations replace numeric references throughout the page.,0.99,"The candidate cites [pol] and [div], duplicates 'Section' and 'Equation', and relabels all bibliography entries by source key.",codex_researcher_b,42,08_crossrefs_citations_009,08_crossrefs_citations,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,"The enclosure is a whole-page registration frame. The score pattern reasonably reflects retained prose together with citation-key substitutions, duplicated labels, and substantial spatial change.",0.8560311284046692,0.72,0.3539183563130705,0.7167870439660795,0.09905721575013436,0.207811288127622,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/08_crossrefs_citations_009.json,2
AI043,43,moderate,minor,minor,none,moderate,Unresolved reference markers are replaced by named keys throughout the list.,0.98,"Multiple [?] tokens in the reference become tc1, sigma1, sigma2, fp, and wan/browen-style citation keys in the candidate.",codex_researcher_b,43,02_lists_formatting_008,02_lists_formatting,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,true,The residual spans the entire list body rather than the replaced unresolved references. Moderate-to-high content with weak visual axes is plausible because named keys replace question marks and the text block is strongly rescaled.,0.8215384615384616,0.9696969696969697,0.43800032797723915,0.752427957708487,0.008298008086413849,0.3938487221949533,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/02_lists_formatting_008.json,2
AI044,44,minor,moderate,minor,none,minor,Figure caption math is inconsistently reconstructed and the figure stack is compressed.,0.98,"The candidate retains a raw CS command in caption 1, renders the sigma subscript in caption 2, and duplicates 'Figures Figure 1 through Figure 3'.",codex_researcher_b,44,07_figures_captions_003,07_figures_captions,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,1,true,false,true,true,The residual covers the complete figure stack rather than individual caption defects. High content with very low layout and appearance is directionally supported by severe compaction and inconsistent caption math.,0.9577464788732394,0.8235294117647058,0.25688864303706893,0.6800096965192873,0.08326597646892968,0.06319072865880479,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/07_figures_captions_003.json,2
AI045,45,none,minor,minor,none,none,The three-item mathematical list is faithfully preserved with mild reflow.,0.99,"All items, symbols, and ordering match visually; the candidate block is simply smaller and higher.",codex_researcher_b,45,02_lists_formatting_025,02_lists_formatting,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,1,true,false,false,true,"The box is a page-wide registration frame. The three-item list is faithfully preserved with mild reflow, so zero layout and very low typography and appearance are too punitive.",0.9036144578313253,0.8750000000000001,0.13303774024341747,0.719501410198333,0.008298008086413849,0.10445949681390303,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/02_lists_formatting_025.json,1
AI046,46,major,major,major,major,major,Two pages of aligned mathematics collapse to one page with four raw expressions.,1.00,"Expressions 2 through 5 are flattened into source-like prose, and reference page 2 is eliminated entirely.",codex_researcher_b,46,04_math_aligned_009,04_math_aligned,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,2,true,true,true,true,The cyan enclosure identifies the missing second reference page. The low content and visual axes are justified by both the page collapse and four expressions rendered as raw source text.,0.375,0.8833333333333333,0.5476683043703325,0.7184631583231614,0.008298008086413849,0.092015436511707,,-1,0.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/04_math_aligned_009.json,3
AI047,47,moderate,major,moderate,major,moderate,Two-page prose is rebroken into a dense first page and an orphaned tail.,0.99,"Most of the conclusion moves onto candidate page 1, leaving only its final lines on page 2; the equation and label also appear as raw text.",codex_researcher_b,47,10_compact_papers_006,10_compact_papers,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v3,prompts/latex_to_typst/system_v3.txt,f076bb100247de52ed359cdb5fc33c5adfadf81b13403da8231c275b211f4cb8,2,true,true,true,true,"The residual selects the second-page conclusion region whose content is redistributed into a dense first page and a small orphan tail. High content with zero layout, typography, and pagination is directionally consistent with preserved prose but broken page flow.",0.9670122525918944,0.846153846153846,0.6831463855611474,0.7274795096509846,0.09905721575013436,0.17380205685261346,,0,0.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/10_compact_papers_006.json,3
AI048,48,moderate,moderate,minor,none,minor,Title and caption mathematics are visibly reconstructed from raw reference text.,0.98,"The candidate typesets U_q(Sp(4,C)) and the caption subscript where the reference shows delimiter-like source text, then duplicates 'Figures Figure 1'.",codex_researcher_b,48,07_figures_captions_001,07_figures_captions,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,2,true,false,true,true,The residual is a broad page-content frame. High content with weak visual axes is plausible for retained figure content whose title and caption math are reconstructed and whose layout is heavily compressed.,0.8913043478260869,0.8,0.1782974540316974,0.6748086776016351,0.08326597646892968,0.09274412362587628,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/07_figures_captions_001.json,2
AI049,49,none,minor,minor,none,none,The ten-item bibliography list is faithfully reproduced with mild compaction.,0.99,"All ten entries remain in order; the candidate only uses tighter wrapping and a higher, narrower block.",codex_researcher_b,49,02_lists_formatting_014,02_lists_formatting,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,false,true,"The residual is a whole-page frame. All ten list items are faithfully preserved with ordinary reflow, so zero layout and low typography are not credible measures of the visible quality.",0.9672447013487475,0.9782608695652174,0.3448716185333183,0.732458021547922,0.008298008086413849,0.3185468252511112,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/02_lists_formatting_014.json,1
AI050,50,none,major,moderate,major,moderate,Two table pages expand to three because the second table is moved to a new page.,0.99,"The candidate leaves page 1 largely empty, places the first grid on page 2, and moves the occupation-prompt table from reference page 2 to candidate page 3.",codex_researcher_b,50,06_tables_moderate_013,06_tables_moderate,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,true,true,true,The cyan box marks the extra third candidate page containing the displaced second table. High content with low pagination and layout is plausible for preserved table values split from two pages into three.,0.9009497964721844,0.9965870307167235,0.23514315508550496,0.6694802781712164,0.5187569718607563,0.18852013030592082,,1,0.33333333333333337,0.0,results/metric_research_v2/gemini_frozen_156/evidence/06_tables_moderate_013.json,3
AI051,51,minor,moderate,minor,none,minor,Figure-caption math is reconstructed and closing reference text is duplicated.,0.98,The candidate renders rank and dimension symbols in both captions and says 'Figures Figure 1 through Figure 2' while compressing the figure stack.,codex_researcher_b,51,07_figures_captions_004,07_figures_captions,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,true,"The residual covers the entire figure stack instead of the malformed caption math. High content with very low layout, typography, and appearance is supported by strong compaction and raw caption tokens.",0.8938547486033519,0.8571428571428571,0.3151291429545994,0.6798208309616598,0.04244399158174833,0.058064673369737446,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/07_figures_captions_004.json,2
AI052,52,minor,major,minor,none,moderate,The letter loses its date and is substantially repositioned.,0.99,"The candidate omits '13. Juli 2026', moves the sender block to the upper right, and pulls the body and distribution block upward.",codex_researcher_b,52,11_forms_cv_letters_005,11_forms_cv_letters,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,false,"The residual covers nearly the whole letter and does not localize the missing date or repositioned blocks. High content with weak spatial axes is plausible, and the matched canvas sequence removes the canvas confound.",0.976,0.6666666666666666,0.6436319180331913,0.6930870244804295,0.08327107371093964,0.14699656645800727,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/11_forms_cv_letters_005.json,3
AI053,53,minor,minor,minor,none,minor,Minor cross-reference and style drift; otherwise usable.,0.96,On page 1 the references and in-text citations use source-key labels such as [EII] and [Gro] instead of the reference's numeric [1]-[4] scheme; the title and abstract block are also denser.,LLM_research_audit,53,08_crossrefs_citations_014,08_crossrefs_citations,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,1,true,false,true,true,The cyan enclosure is a whole-page content frame rather than a citation-specific localization. High content with poor layout and typography is directionally consistent with preserved prose and broad restyling.,0.8903654485049834,0.6956521739130436,0.3961876894402809,0.7140342889076452,0.09905721575013436,0.13518529032904403,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/08_crossrefs_citations_014.json,1
AI054,54,none,moderate,moderate,none,none,All expressions remain visible but the page is substantially compressed.,0.96,"On page 1 Expressions 1-5 are preserved, but the candidate packs the complete set into the upper half with markedly smaller type than the reference.",LLM_research_audit,54,04_math_aligned_008,04_math_aligned,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,1,true,false,true,true,The box covers nearly the complete reference composition and does not isolate any expression or spacing change. The content-versus-layout pattern is plausible for intact formulas compressed into a much smaller block.,0.46650124069478915,0.9722222222222222,0.21249659748859132,0.6920494746267368,0.008298008086413849,0.13907104609307502,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/04_math_aligned_008.json,2
AI055,55,moderate,major,moderate,major,major,Table structure and pagination are seriously degraded.,0.99,Across candidate page 1 both reference tables are flattened into pipe-delimited running text; the reference's three-page structure collapses to one page and column associations are no longer visually recoverable.,LLM_research_audit,55,05_tables_simple_017,05_tables_simple,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v3,prompts/latex_to_typst/system_v3.txt,f076bb100247de52ed359cdb5fc33c5adfadf81b13403da8231c275b211f4cb8,1,true,true,true,true,"The box selects reference page 2 where a ruled table is absent as a page in the one-page candidate. Low layout, typography, and pagination with partial content retention matches the flattened pipe-delimited output.",0.549662487945998,0.772093023255814,0.49975781666361313,0.7151395862408908,0.3659653513797757,0.026166858699215933,,-2,0.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/05_tables_simple_017.json,3
AI056,56,moderate,moderate,minor,none,moderate,Formula-to-list associations are visibly damaged.,0.97,"On page 1 the candidate's two numbered mathematical list rows overlap their enumeration and formula blocks, making the row boundaries and item association ambiguous relative to the reference.",LLM_research_audit,56,02_lists_formatting_021,02_lists_formatting,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,true,The enclosure is page-wide and does not isolate the overlapped two-row mathematical list. Strong content with low layout and typography is plausible because most symbols remain while their associations fail.,0.7333333333333334,0.9,0.11155600071282469,0.704210123296329,0.04244399158174833,0.06404076425618636,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/02_lists_formatting_021.json,2
AI057,57,none,moderate,moderate,none,minor,Tables are preserved but noticeably reduced and reflowed.,0.95,"Candidate pages 2 and 3 retain both tables, though each table is narrower with smaller text and substantially different vertical placement than the corresponding reference page.",LLM_research_audit,57,05_tables_simple_011,05_tables_simple,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,2,true,false,false,true,The top box is on the sparse title page and misses the resized tables on pages 2 and 3. A zero pagination score is not plausible for a candidate that preserves the three-page sequence and corresponding table pages.,0.6786941580756014,0.807168458781362,0.2230393673112218,0.6882611403627449,0.5429457038374645,0.27413658665701596,,0,0.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/05_tables_simple_011.json,2
AI058,58,none,minor,minor,none,minor,Readable list with modest hierarchy and spacing drift.,0.94,On page 1 all list text remains visible; the candidate replaces the reference enumeration with more compact nested bullets and shifts the complete list toward the top.,LLM_research_audit,58,02_lists_formatting_020,02_lists_formatting,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,The box follows the full reference body rather than the changed nested-list indentation. High content and reduced layout/typography fidelity are plausible for the readable compact reflow.,0.8758465011286681,0.9545454545454545,0.438453153614166,0.7815133846859061,0.008298008086413849,0.2680898565933257,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/02_lists_formatting_020.json,1
AI059,59,none,moderate,moderate,none,none,Content is preserved in a substantially denser paper layout.,0.96,"On page 1 the abstract, metadata, extracted prose, and discussion remain present, but the candidate removes the reference's numbered-section treatment and compresses all blocks into the upper portion.",LLM_research_audit,59,01_prose_sections_003,01_prose_sections,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,The cyan frame covers the complete reference paper instead of a discrete heading or spacing change. Near-complete content with low layout and moderate appearance/typography is consistent with the denser reconstruction.,0.985645933014354,0.4,0.4078465309047318,0.7394142340588093,0.09905721575013436,0.2504007337899552,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/01_prose_sections_003.json,2
AI060,60,moderate,moderate,minor,none,moderate,A key letter field is omitted and the page is materially re-laid out.,0.99,"On page 1 the reference date '13. Juli 2026' is absent from the candidate; the address, body, closing, and postscript remain but occupy different vertical regions.",LLM_research_audit,60,11_forms_cv_letters_004,11_forms_cv_letters,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,false,The enclosure spans almost the entire letter and does not isolate the omitted date. High content and low layout remain plausible because only one field is lost while all major text blocks are repositioned.,0.9739130434782608,0.6666666666666666,0.6466470743141357,0.6880234439320014,0.08327107371093964,0.1472044231909295,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/11_forms_cv_letters_004.json,2
AI061,61,none,moderate,moderate,none,minor,Tables remain usable but are smaller and more compact.,0.95,"Candidate pages 2 and 3 preserve both tabular regions, while the title page and tables use narrower columns and smaller type than the matching reference pages.",LLM_research_audit,61,06_tables_moderate_018,06_tables_moderate,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,1,true,true,true,true,"The box encloses the full reference page-2 table, whose candidate counterpart is visibly narrowed and reduced. High content with low layout and moderate typography correctly describes retained values with severe rescaling.",0.839390386869871,0.9953271028037384,0.07149259344342596,0.6949341863153721,0.07389005240771103,0.31467890306730695,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/06_tables_moderate_018.json,2
AI062,62,moderate,minor,minor,none,moderate,Visible list numbering is changed despite preserved item text.,0.98,"On page 1 the reference visibly repeats item labels 1, 2, 1, 2, whereas the candidate renumbers the same four rows sequentially as 1-4.",LLM_research_audit,62,02_lists_formatting_003,02_lists_formatting,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,true,The residual frame is page-wide and does not isolate the changed item numbers. Very high content with low layout and typography is plausible for preserved sentences with renumbered list structure.,0.9624060150375939,0.6250000000000001,0.11641967377334854,0.7473771923921496,0.08327107371093964,0.15524014278304496,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/02_lists_formatting_003.json,2
AI063,63,major,major,none,none,major,Most of the letter body is missing.,0.99,"On candidate page 1 only the sender/recipient address region and salutation remain; the reference's body paragraphs, closing, signature, and postscript are absent.",LLM_research_audit,63,11_forms_cv_letters_008,11_forms_cv_letters,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,false,false,"The box is an almost whole-page frame rather than a focused missing-body region. The high content score is implausible because the candidate omits the reference body, closing, signature, and postscript.",0.8695652173913044,0.6666666666666666,0.7018597118386442,0.6397263319034301,0.08327107371093964,0.0,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/11_forms_cv_letters_008.json,3
AI064,64,none,moderate,minor,none,minor,Tables are present with moderate sizing and placement drift.,0.94,"Candidate pages 1 and 2 retain both table regions and values, but the page-1 table is markedly larger and positioned differently from the reference while page 2 is more compact.",LLM_research_audit,64,05_tables_simple_028,05_tables_simple,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,2,true,true,true,true,The box encloses the reference page-1 table whose candidate version is resized and shifted. The low layout/typography pattern with partial content fidelity is plausible for the visible tabular re-rendering.,0.49607182940516276,0.4444444444444445,0.42243647865731954,0.7369303968688224,0.19677934655216314,0.2905912811533215,,0,0.6666666666666666,0.0,results/metric_research_v2/gemini_frozen_156/evidence/05_tables_simple_028.json,2
AI065,65,none,minor,minor,none,minor,Figure structure is preserved with small caption-style differences.,0.94,On page 1 all three figure placeholders and captions remain; the candidate centers and typesets caption mathematics where the reference shows raw formula-like caption text.,LLM_research_audit,65,07_figures_captions_012,07_figures_captions,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,The cyan box covers all three figures and captions rather than localizing a caption-level difference. The scores plausibly preserve content while penalizing broad layout and glyph changes.,0.81,0.6923076923076923,0.24670926439695526,0.6809820167385265,0.08326597646892968,0.07020383944055686,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/07_figures_captions_012.json,1
AI066,66,none,minor,minor,none,none,Two-page prose document is preserved with modest reflow.,0.95,"Candidate pages 1 and 2 contain the same prose and references; visible differences are limited to margins, line wrapping, and slightly smaller text blocks.",LLM_research_audit,66,01_prose_sections_004,01_prose_sections,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,false,The box encloses the entire first-page prose block and is not useful for identifying the modest reflow. High content with moderate layout and typography fidelity is consistent with the visually preserved two-page document.,0.9702970297029702,0.8979591836734693,0.42030843690870634,0.7588314218671518,0.09905721575013436,0.5643940571584022,0.778569432011137,0,1.0,1.0,results/metric_research_v2/gemini_frozen_156/evidence/01_prose_sections_004.json,1
AI067,67,moderate,major,moderate,none,major,Algorithm hierarchy and notation are not faithfully reconstructed.,0.99,"On page 1 the candidate removes the reference's ruled numbered algorithm layout, centers procedural fragments, and renders variable notation such as beta as quoted text, obscuring line and nesting relationships.",LLM_research_audit,67,09_algorithms_018,09_algorithms,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,1,true,false,true,true,The enclosure spans the entire algorithm page and does not identify the failed nesting or quoted variable notation. Medium content and very low layout/typography are directionally consistent with the unstructured reconstruction.,0.6,0.45000000000000007,0.29147053086248725,0.71504034968145,0.008298008086413849,0.215674326624768,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/09_algorithms_018.json,3
