comparison_id,sample_id,category,system_id,display_label,protocol_id,reference_pdf,candidate_pdf,reference_pdf_resolved,candidate_pdf_resolved,v2_status,v2_error,strict_word_f1,strict_document_edit_similarity,compatibility_word_f1,compatibility_document_edit_similarity,number_f1,reference_number_count,candidate_number_count,number_exact,operator_f1,reference_operator_count,candidate_operator_count,operator_exact,citation_f1,reference_citation_count,candidate_citation_count,citation_exact,matched_word_reference_coverage,token_center_displacement_q50,token_center_displacement_q90,token_bbox_iou_q10,block_transport_combined_similarity,block_transport_geometry_similarity,block_transport_content_similarity,block_transport_cost,text_ltsim_page_macro,text_ltsim_worst_page,reading_order_tau,reading_order_reference_coverage,style_coverage_hmean,font_size_log_error_q90,baseline_displacement_q90,unregistered_ink_f1,registered_ink_f1,unregistered_ssim,registered_ssim,unregistered_multiscale_ssim_diagnostic,registered_multiscale_ssim_diagnostic,reference_page_count,candidate_page_count,page_count_delta,page_break_f1,canvas_exact_size_rate,table_status,formula_status,figure_status,v2_evidence_json
04_math_aligned_011__typetex,04_math_aligned_011,04_math_aligned,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_011/reference.pdf,results/latex_benchmark_v0/04_math_aligned/04_math_aligned_011/typetex.pdf,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_011/reference.pdf,results/latex_benchmark_v0/04_math_aligned/04_math_aligned_011/typetex.pdf,scored,,0.42580645161290326,0.5728900255754475,0.5591397849462366,0.7223168654173765,0.9026548672566371,54,59,False,0.9345794392523363,50,57,False,1.0,0,0,True,0.4961832061068702,0.2071507706857143,0.5623339489720921,0.0,0.5197703068335846,0.44377913796026713,0.6970986853135335,0.6543682826203552,0.6783287924076111,0.6783287924076111,0.7915966386554621,0.875,0.5591397849462366,0.034476726400631756,0.5577008077143405,0.07957676244020746,0.12289249590034577,,,,,2,1,-1,0.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/04_math_aligned_011__typetex.json
04_math_aligned_012__typetex,04_math_aligned_012,04_math_aligned,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_012/reference.pdf,results/latex_benchmark_v0/04_math_aligned/04_math_aligned_012/typetex.pdf,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_012/reference.pdf,results/latex_benchmark_v0/04_math_aligned/04_math_aligned_012/typetex.pdf,scored,,0.42543859649122806,0.5217391304347826,0.5614035087719297,0.6833470057424118,0.9291338582677166,60,67,False,0.9548387096774192,74,81,False,1.0,0,0,True,0.4942084942084942,0.21519094495749785,0.5704876799234481,0.0,0.5489254749380623,0.46404651117173157,0.7498863336134481,0.5997925936122595,0.6737076026850544,0.6737076026850544,0.7073170731707317,0.82,0.5614035087719297,0.32896983559726306,0.5625709605227451,0.0814408144243897,0.0814408144243897,,,,,2,1,-1,0.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/04_math_aligned_012__typetex.json
04_math_aligned_013__pandoc,04_math_aligned_013,04_math_aligned,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_013/reference.pdf,results/latex_benchmark_v0/04_math_aligned/04_math_aligned_013/pandoc.pdf,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_013/reference.pdf,results/latex_benchmark_v0/04_math_aligned/04_math_aligned_013/pandoc.pdf,scored,,0.3732251521298175,0.4167167769092003,0.5233265720081136,0.47985568250150334,0.911764705882353,31,37,False,0.7819548872180451,63,70,False,1.0,0,0,True,0.5308641975308642,0.20213217302581987,0.575370914307153,0.0,0.5040711544228964,0.47944089830124315,0.553219233080776,0.6850378414651347,0.7065210040717029,0.7065210040717029,0.7647058823529411,0.8095238095238095,0.5233265720081136,0.034476726400631756,0.5749057367341798,0.12137194846217535,0.12137194846217535,,,,,2,1,-1,0.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/04_math_aligned_013__pandoc.json
04_math_aligned_013__typetex,04_math_aligned_013,04_math_aligned,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_013/reference.pdf,results/latex_benchmark_v0/04_math_aligned/04_math_aligned_013/typetex.pdf,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_013/reference.pdf,results/latex_benchmark_v0/04_math_aligned/04_math_aligned_013/typetex.pdf,scored,,0.4008714596949891,0.5639097744360902,0.6187363834422658,0.6900584795321638,0.8529411764705881,31,37,False,0.9473684210526316,63,70,False,1.0,0,0,True,0.5843621399176955,0.22156758192936934,0.5189713205563572,0.0,0.5381868409670103,0.45383848256699294,0.7386192500902813,0.6195494910681165,0.7061954192360173,0.7061954192360173,0.8179487179487179,0.9523809523809523,0.6187363834422658,0.034476726400631756,0.5184099132511288,0.03762013775164777,0.03762013775164777,,,,,2,1,-1,0.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/04_math_aligned_013__typetex.json
04_math_aligned_014__pandoc,04_math_aligned_014,04_math_aligned,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_014/reference.pdf,results/latex_benchmark_v0/04_math_aligned/04_math_aligned_014/pandoc.pdf,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_014/reference.pdf,results/latex_benchmark_v0/04_math_aligned/04_math_aligned_014/pandoc.pdf,scored,,0.3916083916083916,0.5805114029025571,0.5979020979020979,0.7567380787836904,0.9090909090909091,40,48,False,0.9811320754716981,104,108,False,1.0,0,0,True,0.5516129032258065,0.17903097337634563,0.6403286328478063,0.0,0.5481037084184128,0.5046257116749937,0.6390308841446103,0.6012907610007334,0.7145858929559031,0.7145858929559031,0.8738738738738738,0.925,0.5979020979020979,0.034476726400631756,0.6403637208764901,0.12031238035141958,0.12031238035141958,,,,,2,1,-1,0.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/04_math_aligned_014__pandoc.json
04_math_aligned_014__typetex,04_math_aligned_014,04_math_aligned,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_014/reference.pdf,results/latex_benchmark_v0/04_math_aligned/04_math_aligned_014/typetex.pdf,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_014/reference.pdf,results/latex_benchmark_v0/04_math_aligned/04_math_aligned_014/typetex.pdf,scored,,0.39084507042253525,0.5646164478230822,0.573943661971831,0.7387698686938493,0.9090909090909091,40,48,False,0.936936936936937,104,118,False,1.0,0,0,True,0.5258064516129032,0.20455567805124267,0.5703426408863697,0.0,0.5218407988807695,0.46476930791484034,0.6470731973956229,0.6503927206032993,0.6945481715250397,0.6945481715250397,0.8528528528528528,0.925,0.573943661971831,0.034476726400631756,0.5703127091891798,0.08894006428084802,0.08894006428084802,,,,,2,1,-1,0.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/04_math_aligned_014__typetex.json
04_math_aligned_015__typetex,04_math_aligned_015,04_math_aligned,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_015/reference.pdf,results/latex_benchmark_v0/04_math_aligned/04_math_aligned_015/typetex.pdf,data/latex_benchmark_v0/corpus/04_math_aligned/04_math_aligned_015/reference.pdf,results/latex_benchmark_v0/04_math_aligned/04_math_aligned_015/typetex.pdf,scored,,0.3983228511530398,0.5166931637519873,0.549266247379455,0.6518282988871225,0.9285714285714286,52,60,False,0.9433962264150945,100,112,False,1.0,0,0,True,0.5219123505976095,0.20275197089230054,0.5034262931009456,0.0,0.5386486526635094,0.48806719695259193,0.646903499125262,0.6186917709659413,0.6878566957186452,0.6647402805090193,0.855686274509804,0.9107142857142857,0.549266247379455,0.034476726400631756,0.5021295997350506,0.09580194386923238,0.09580194386923238,,,,,2,2,0,0.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/04_math_aligned_015__typetex.json
05_tables_simple_001__pandoc,05_tables_simple_001,05_tables_simple,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_001/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_001/pandoc.pdf,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_001/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_001/pandoc.pdf,scored,,0.04374240583232078,0.02806931901391263,0.04374240583232078,0.02806931901391263,0.003164556962025317,631,1,False,0.0,4,0,False,1.0,0,0,True,0.022388059701492536,0.1733324883396977,0.19511549131164835,0.0,0.4128687620220139,0.42857817046652336,0.38520582181793983,0.884625504021072,0.6690073639423195,0.6690073639423195,,0.09090909090909091,0.04374240583232078,0.08327107371093964,0.17264681669062434,0.0,0.0,,,,,3,1,-2,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/05_tables_simple_001__pandoc.json
05_tables_simple_001__tylax,05_tables_simple_001,05_tables_simple,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_001/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_001/tylax.pdf,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_001/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_001/tylax.pdf,scored,,0.08085612366230678,0.05979985355137907,0.08085612366230678,0.05979985355137907,0.021943573667711602,631,7,False,0.0,4,0,False,1.0,0,0,True,0.04228855721393035,0.09118522796950188,0.09820021132143703,0.0,0.41634938251737175,0.43033677063008513,0.3915677699401785,0.8762305093868612,0.7076326692233111,0.7076326692233111,1.0,0.45454545454545453,0.08085612366230678,0.09905046863340405,0.09698217441512286,0.012162438625204582,0.1868918042030385,,,,,3,1,-2,0.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/05_tables_simple_001__tylax.json
05_tables_simple_001__typetex,05_tables_simple_001,05_tables_simple,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_001/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_001/typetex.pdf,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_001/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_001/typetex.pdf,scored,,0.04374240583232078,0.02806931901391263,0.04374240583232078,0.02806931901391263,0.003164556962025317,631,1,False,0.0,4,0,False,1.0,0,0,True,0.022388059701492536,0.1733324883396977,0.19511549131164835,0.0,0.4128687620220139,0.42857817046652336,0.38520582181793983,0.884625504021072,0.6690073639423195,0.6690073639423195,,0.09090909090909091,0.04374240583232078,0.08327107371093964,0.17264681669062434,0.0,0.0,,,,,3,1,-2,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/05_tables_simple_001__typetex.json
05_tables_simple_002__pandoc,05_tables_simple_002,05_tables_simple,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_002/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_002/pandoc.pdf,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_002/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_002/pandoc.pdf,scored,,0.08017817371937638,0.04659643435980554,0.08017817371937638,0.04659643435980554,0.006024096385542168,331,1,False,0.0,99,0,False,1.0,0,0,True,0.04186046511627907,0.1733324883396977,0.19511549131164835,0.0,0.44839638775626445,0.4782686300641122,0.397780896541025,0.8020776436679089,0.671564946002107,0.671564946002107,,0.1111111111111111,0.08017817371937638,0.08327107371093964,0.17264681669062434,0.0,0.0,,,,,2,1,-1,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/05_tables_simple_002__pandoc.json
05_tables_simple_002__tylax,05_tables_simple_002,05_tables_simple,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_002/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_002/tylax.pdf,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_002/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_002/tylax.pdf,scored,,0.145610278372591,0.09886547811993518,0.145610278372591,0.09886547811993518,0.03550295857988166,331,7,False,0.0,99,0,False,1.0,0,0,True,0.07906976744186046,0.09783747844892085,0.1424576216849776,0.0,0.45982461831564964,0.49250918722018755,0.4047699723690996,0.7769101267299934,0.7018629219779337,0.7018629219779337,1.0,0.4444444444444444,0.145610278372591,0.09905046863340405,0.1352721568224082,0.008241796328045213,0.146899496601304,,,,,2,1,-1,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/05_tables_simple_002__tylax.json
05_tables_simple_002__typetex,05_tables_simple_002,05_tables_simple,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_002/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_002/typetex.pdf,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_002/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_002/typetex.pdf,scored,,0.08017817371937638,0.04659643435980554,0.08017817371937638,0.04659643435980554,0.006024096385542168,331,1,False,0.0,99,0,False,1.0,0,0,True,0.04186046511627907,0.1733324883396977,0.19511549131164835,0.0,0.44839638775626445,0.4782686300641122,0.397780896541025,0.8020776436679089,0.671564946002107,0.671564946002107,,0.1111111111111111,0.08017817371937638,0.08327107371093964,0.17264681669062434,0.0,0.0,,,,,2,1,-1,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/05_tables_simple_002__typetex.json
05_tables_simple_005__pandoc,05_tables_simple_005,05_tables_simple,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_005/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_005/pandoc.pdf,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_005/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_005/pandoc.pdf,scored,,0.05787781350482315,0.02204484986697075,0.05787781350482315,0.02204484986697075,0.008928571428571428,223,1,False,0.0,76,0,False,1.0,0,0,True,0.029850746268656716,0.1733324883396977,0.19511549131164835,0.0,0.4465207096303751,0.4792171229430009,0.3916016857046314,0.806269497590306,0.6785873449996535,0.6785873449996535,,0.125,0.05787781350482315,0.08327107371093964,0.17264681669062434,0.0,0.0,,,,,2,1,-1,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/05_tables_simple_005__pandoc.json
05_tables_simple_005__tylax,05_tables_simple_005,05_tables_simple,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_005/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_005/tylax.pdf,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_005/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_005/tylax.pdf,scored,,0.10625000000000001,0.04713036868110987,0.10625000000000001,0.04713036868110987,0.052173913043478265,223,7,False,0.0,76,0,False,1.0,0,0,True,0.05638474295190713,0.097562035464786,0.11328895081784496,0.0,0.4531712666858586,0.49230190701920595,0.38856395509509695,0.791485152796158,0.7142875078029229,0.7142875078029229,1.0,0.375,0.10625000000000001,0.09905046863340405,0.11256145089662298,0.0027765928629030997,0.04978503353767049,,,,,2,1,-1,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/05_tables_simple_005__tylax.json
05_tables_simple_005__typetex,05_tables_simple_005,05_tables_simple,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_005/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_005/typetex.pdf,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_005/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_005/typetex.pdf,scored,,0.05787781350482315,0.02204484986697075,0.05787781350482315,0.02204484986697075,0.008928571428571428,223,1,False,0.0,76,0,False,1.0,0,0,True,0.029850746268656716,0.1733324883396977,0.19511549131164835,0.0,0.4465207096303751,0.4792171229430009,0.3916016857046314,0.806269497590306,0.6785873449996535,0.6785873449996535,,0.125,0.05787781350482315,0.08327107371093964,0.17264681669062434,0.0,0.0,,,,,2,1,-1,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/05_tables_simple_005__typetex.json
05_tables_simple_006__pandoc,05_tables_simple_006,05_tables_simple,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_006/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_006/pandoc.pdf,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_006/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_006/pandoc.pdf,scored,,0.061328790459965934,0.02713544124587064,0.061328790459965934,0.02713544124587064,0.006269592476489028,318,1,False,0.0,95,0,False,1.0,0,0,True,0.03169014084507042,0.1733324883396977,0.19511549131164835,0.0,0.4262575244853917,0.44896065166862,0.38709634973745927,0.8527115977885663,0.6690073639423195,0.6690073639423195,,0.1111111111111111,0.061328790459965934,0.08327107371093964,0.17264681669062434,0.0,0.0,,,,,3,1,-2,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/05_tables_simple_006__pandoc.json
05_tables_simple_006__tylax,05_tables_simple_006,05_tables_simple,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_006/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_006/tylax.pdf,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_006/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_006/tylax.pdf,scored,,0.11239669421487603,0.05828220858895705,0.11239669421487603,0.05828220858895705,0.03692307692307692,318,7,False,0.0,95,0,False,1.0,0,0,True,0.05985915492957746,0.09783747844892085,0.1424576216849776,0.0,0.4288616505394351,0.4522096903364544,0.3886519573683854,0.8466209049812126,0.7076326692233111,0.7076326692233111,1.0,0.3333333333333333,0.11239669421487603,0.09905046863340405,0.14288529554144674,0.012179678426783002,0.18715082169551478,,,,,3,1,-2,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/05_tables_simple_006__tylax.json
05_tables_simple_006__typetex,05_tables_simple_006,05_tables_simple,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_006/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_006/typetex.pdf,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_006/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_006/typetex.pdf,scored,,0.061328790459965934,0.02713544124587064,0.061328790459965934,0.02713544124587064,0.006269592476489028,318,1,False,0.0,95,0,False,1.0,0,0,True,0.03169014084507042,0.1733324883396977,0.19511549131164835,0.0,0.4262575244853917,0.44896065166862,0.38709634973745927,0.8527115977885663,0.6690073639423195,0.6690073639423195,,0.1111111111111111,0.061328790459965934,0.08327107371093964,0.17264681669062434,0.0,0.0,,,,,3,1,-2,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/05_tables_simple_006__typetex.json
05_tables_simple_007__pandoc,05_tables_simple_007,05_tables_simple,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_007/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_007/pandoc.pdf,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_007/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_007/pandoc.pdf,scored,,0.049247606019151846,0.025561235830184437,0.049247606019151846,0.025561235830184437,0.013793103448275862,144,1,False,0.0,18,0,False,1.0,0,0,True,0.025280898876404494,0.1733324883396977,0.19511549131164835,0.0,0.416145721780897,0.4034185829332991,0.44085668141884266,0.8767197873165119,0.6690073639423195,0.6690073639423195,,0.03571428571428571,0.049247606019151846,0.08327107371093964,0.17264681669062434,0.0,0.0,,,,,3,1,-2,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/05_tables_simple_007__pandoc.json
05_tables_simple_007__tylax,05_tables_simple_007,05_tables_simple,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_007/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_007/tylax.pdf,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_007/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_007/tylax.pdf,scored,,0.09078771695594126,0.054678817515003364,0.09078771695594126,0.054678817515003364,0.07947019867549669,144,7,False,0.0,18,0,False,1.0,0,0,True,0.047752808988764044,0.09783747844892085,0.1424576216849776,0.0,0.41632616587527127,0.40482388570071887,0.43856163480028176,0.876286273344747,0.7076326692233111,0.7076326692233111,1.0,0.14285714285714285,0.09078771695594126,0.09905046863340405,0.14288529554144674,0.01217009473021592,0.18700683452021385,,,,,3,1,-2,0.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/05_tables_simple_007__tylax.json
05_tables_simple_007__typetex,05_tables_simple_007,05_tables_simple,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_007/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_007/typetex.pdf,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_007/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_007/typetex.pdf,scored,,0.049247606019151846,0.025561235830184437,0.049247606019151846,0.025561235830184437,0.013793103448275862,144,1,False,0.0,18,0,False,1.0,0,0,True,0.025280898876404494,0.1733324883396977,0.19511549131164835,0.0,0.416145721780897,0.4034185829332991,0.44085668141884266,0.8767197873165119,0.6690073639423195,0.6690073639423195,,0.03571428571428571,0.049247606019151846,0.08327107371093964,0.17264681669062434,0.0,0.0,,,,,3,1,-2,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/05_tables_simple_007__typetex.json
05_tables_simple_011__pandoc,05_tables_simple_011,05_tables_simple,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_011/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_011/pandoc.pdf,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_011/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_011/pandoc.pdf,scored,,0.06030150753768844,0.03220386446373569,0.06030150753768844,0.03220386446373569,0.0030864197530864196,647,1,False,0.0,161,0,False,1.0,0,0,True,0.031141868512110725,0.1733324883396977,0.19511549131164835,0.0,0.41962716235516484,0.43667766528723995,0.38970849483224024,0.8683886706295855,0.6690073639423195,0.6690073639423195,,0.1111111111111111,0.06030150753768844,0.08327107371093964,0.17264681669062434,0.0,0.0,,,,,3,1,-2,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/05_tables_simple_011__pandoc.json
05_tables_simple_011__tylax,05_tables_simple_011,05_tables_simple,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_011/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_011/tylax.pdf,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_011/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_011/tylax.pdf,scored,,0.11056910569105691,0.0686082329879586,0.11056910569105691,0.0686082329879586,0.018348623853211007,647,7,False,0.0,161,0,False,1.0,0,0,True,0.058823529411764705,0.097562035464786,0.11820856945921943,0.0,0.4230914630636584,0.44052615365540576,0.39252266675121983,0.8601668985722772,0.7078940052230245,0.7078940052230245,1.0,0.3333333333333333,0.11056910569105691,0.09905046863340405,0.11860897220647834,0.012132544734932214,0.1864426280758722,,,,,3,1,-2,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/05_tables_simple_011__tylax.json
05_tables_simple_011__typetex,05_tables_simple_011,05_tables_simple,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_011/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_011/typetex.pdf,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_011/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_011/typetex.pdf,scored,,0.06030150753768844,0.03220386446373569,0.06030150753768844,0.03220386446373569,0.0030864197530864196,647,1,False,0.0,161,0,False,1.0,0,0,True,0.031141868512110725,0.1733324883396977,0.19511549131164835,0.0,0.41962716235516484,0.43667766528723995,0.38970849483224024,0.8683886706295855,0.6690073639423195,0.6690073639423195,,0.1111111111111111,0.06030150753768844,0.08327107371093964,0.17264681669062434,0.0,0.0,,,,,3,1,-2,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/05_tables_simple_011__typetex.json
05_tables_simple_012__pandoc,05_tables_simple_012,05_tables_simple,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_012/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_012/pandoc.pdf,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_012/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_012/pandoc.pdf,scored,,0.0627177700348432,0.033576642335766405,0.0627177700348432,0.033576642335766405,0.008264462809917356,241,1,False,1.0,0,0,True,1.0,0,0,True,0.032432432432432434,0.1733324883396977,0.19511549131164835,0.0,0.4213846821030705,0.43351361444386555,0.39975262300349484,0.8642091282891703,0.6690073639423195,0.6690073639423195,,0.1,0.0627177700348432,0.08327107371093964,0.17264681669062434,0.0,0.0,,,,,3,1,-2,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/scorecards/engine_metric_v2/evidence/05_tables_simple_012__pandoc.json
