comparison_id,sample_id,category,system_id,display_label,protocol_id,reference_pdf,candidate_pdf
05_tables_simple_024__typetex,05_tables_simple_024,05_tables_simple,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_024/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_024/typetex.pdf
05_tables_simple_025__pandoc,05_tables_simple_025,05_tables_simple,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_025/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_025/pandoc.pdf
05_tables_simple_025__tylax,05_tables_simple_025,05_tables_simple,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_025/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_025/tylax.pdf
05_tables_simple_025__typetex,05_tables_simple_025,05_tables_simple,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_025/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_025/typetex.pdf
05_tables_simple_027__pandoc,05_tables_simple_027,05_tables_simple,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_027/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_027/pandoc.pdf
05_tables_simple_027__tylax,05_tables_simple_027,05_tables_simple,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_027/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_027/tylax.pdf
05_tables_simple_027__typetex,05_tables_simple_027,05_tables_simple,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_027/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_027/typetex.pdf
05_tables_simple_028__pandoc,05_tables_simple_028,05_tables_simple,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_028/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_028/pandoc.pdf
05_tables_simple_028__tylax,05_tables_simple_028,05_tables_simple,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_028/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_028/tylax.pdf
05_tables_simple_028__typetex,05_tables_simple_028,05_tables_simple,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/05_tables_simple/05_tables_simple_028/reference.pdf,results/latex_benchmark_v0/05_tables_simple/05_tables_simple_028/typetex.pdf
06_tables_moderate_002__pandoc,06_tables_moderate_002,06_tables_moderate,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_002/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_002/pandoc.pdf
06_tables_moderate_002__tylax,06_tables_moderate_002,06_tables_moderate,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_002/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_002/tylax.pdf
06_tables_moderate_002__typetex,06_tables_moderate_002,06_tables_moderate,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_002/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_002/typetex.pdf
06_tables_moderate_007__pandoc,06_tables_moderate_007,06_tables_moderate,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_007/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_007/pandoc.pdf
06_tables_moderate_007__tylax,06_tables_moderate_007,06_tables_moderate,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_007/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_007/tylax.pdf
06_tables_moderate_007__typetex,06_tables_moderate_007,06_tables_moderate,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_007/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_007/typetex.pdf
06_tables_moderate_008__pandoc,06_tables_moderate_008,06_tables_moderate,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_008/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_008/pandoc.pdf
06_tables_moderate_008__tylax,06_tables_moderate_008,06_tables_moderate,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_008/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_008/tylax.pdf
06_tables_moderate_008__typetex,06_tables_moderate_008,06_tables_moderate,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_008/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_008/typetex.pdf
06_tables_moderate_010__pandoc,06_tables_moderate_010,06_tables_moderate,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_010/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_010/pandoc.pdf
06_tables_moderate_010__tylax,06_tables_moderate_010,06_tables_moderate,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_010/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_010/tylax.pdf
06_tables_moderate_010__typetex,06_tables_moderate_010,06_tables_moderate,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_010/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_010/typetex.pdf
06_tables_moderate_012__pandoc,06_tables_moderate_012,06_tables_moderate,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_012/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_012/pandoc.pdf
06_tables_moderate_012__tylax,06_tables_moderate_012,06_tables_moderate,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_012/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_012/tylax.pdf
06_tables_moderate_012__typetex,06_tables_moderate_012,06_tables_moderate,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_012/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_012/typetex.pdf
06_tables_moderate_013__pandoc,06_tables_moderate_013,06_tables_moderate,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_013/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_013/pandoc.pdf
06_tables_moderate_013__tylax,06_tables_moderate_013,06_tables_moderate,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_013/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_013/tylax.pdf
06_tables_moderate_013__typetex,06_tables_moderate_013,06_tables_moderate,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_013/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_013/typetex.pdf
06_tables_moderate_014__pandoc,06_tables_moderate_014,06_tables_moderate,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_014/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_014/pandoc.pdf
06_tables_moderate_014__tylax,06_tables_moderate_014,06_tables_moderate,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_014/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_014/tylax.pdf
06_tables_moderate_014__typetex,06_tables_moderate_014,06_tables_moderate,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_014/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_014/typetex.pdf
06_tables_moderate_015__pandoc,06_tables_moderate_015,06_tables_moderate,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_015/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_015/pandoc.pdf
06_tables_moderate_015__tylax,06_tables_moderate_015,06_tables_moderate,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_015/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_015/tylax.pdf
06_tables_moderate_015__typetex,06_tables_moderate_015,06_tables_moderate,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_015/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_015/typetex.pdf
06_tables_moderate_017__pandoc,06_tables_moderate_017,06_tables_moderate,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_017/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_017/pandoc.pdf
06_tables_moderate_017__tylax,06_tables_moderate_017,06_tables_moderate,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_017/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_017/tylax.pdf
06_tables_moderate_017__typetex,06_tables_moderate_017,06_tables_moderate,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_017/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_017/typetex.pdf
06_tables_moderate_018__pandoc,06_tables_moderate_018,06_tables_moderate,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_018/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_018/pandoc.pdf
06_tables_moderate_018__tylax,06_tables_moderate_018,06_tables_moderate,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_018/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_018/tylax.pdf
06_tables_moderate_018__typetex,06_tables_moderate_018,06_tables_moderate,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_018/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_018/typetex.pdf
06_tables_moderate_019__pandoc,06_tables_moderate_019,06_tables_moderate,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_019/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_019/pandoc.pdf
06_tables_moderate_019__tylax,06_tables_moderate_019,06_tables_moderate,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_019/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_019/tylax.pdf
06_tables_moderate_019__typetex,06_tables_moderate_019,06_tables_moderate,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_019/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_019/typetex.pdf
06_tables_moderate_029__pandoc,06_tables_moderate_029,06_tables_moderate,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_029/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_029/pandoc.pdf
06_tables_moderate_029__tylax,06_tables_moderate_029,06_tables_moderate,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_029/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_029/tylax.pdf
06_tables_moderate_029__typetex,06_tables_moderate_029,06_tables_moderate,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_029/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_029/typetex.pdf
06_tables_moderate_030__pandoc,06_tables_moderate_030,06_tables_moderate,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_030/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_030/pandoc.pdf
06_tables_moderate_030__tylax,06_tables_moderate_030,06_tables_moderate,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_030/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_030/tylax.pdf
06_tables_moderate_030__typetex,06_tables_moderate_030,06_tables_moderate,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_030/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_030/typetex.pdf
06_tables_moderate_031__pandoc,06_tables_moderate_031,06_tables_moderate,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_031/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_031/pandoc.pdf
06_tables_moderate_031__tylax,06_tables_moderate_031,06_tables_moderate,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_031/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_031/tylax.pdf
06_tables_moderate_031__typetex,06_tables_moderate_031,06_tables_moderate,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_031/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_031/typetex.pdf
06_tables_moderate_032__pandoc,06_tables_moderate_032,06_tables_moderate,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_032/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_032/pandoc.pdf
06_tables_moderate_032__tylax,06_tables_moderate_032,06_tables_moderate,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_032/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_032/tylax.pdf
06_tables_moderate_032__typetex,06_tables_moderate_032,06_tables_moderate,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_032/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_032/typetex.pdf
06_tables_moderate_033__pandoc,06_tables_moderate_033,06_tables_moderate,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_033/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_033/pandoc.pdf
06_tables_moderate_033__tylax,06_tables_moderate_033,06_tables_moderate,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_033/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_033/tylax.pdf
06_tables_moderate_033__typetex,06_tables_moderate_033,06_tables_moderate,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_033/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_033/typetex.pdf
06_tables_moderate_034__pandoc,06_tables_moderate_034,06_tables_moderate,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_034/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_034/pandoc.pdf
06_tables_moderate_034__tylax,06_tables_moderate_034,06_tables_moderate,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_034/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_034/tylax.pdf
06_tables_moderate_034__typetex,06_tables_moderate_034,06_tables_moderate,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_034/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_034/typetex.pdf
06_tables_moderate_035__pandoc,06_tables_moderate_035,06_tables_moderate,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_035/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_035/pandoc.pdf
06_tables_moderate_035__tylax,06_tables_moderate_035,06_tables_moderate,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_035/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_035/tylax.pdf
06_tables_moderate_035__typetex,06_tables_moderate_035,06_tables_moderate,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/06_tables_moderate/06_tables_moderate_035/reference.pdf,results/latex_benchmark_v0/06_tables_moderate/06_tables_moderate_035/typetex.pdf
09_algorithms_001__pandoc,09_algorithms_001,09_algorithms,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_001/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_001/pandoc.pdf
09_algorithms_001__tylax,09_algorithms_001,09_algorithms,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_001/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_001/tylax.pdf
09_algorithms_001__typetex,09_algorithms_001,09_algorithms,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_001/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_001/typetex.pdf
09_algorithms_003__pandoc,09_algorithms_003,09_algorithms,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_003/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_003/pandoc.pdf
09_algorithms_003__tylax,09_algorithms_003,09_algorithms,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_003/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_003/tylax.pdf
09_algorithms_003__typetex,09_algorithms_003,09_algorithms,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_003/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_003/typetex.pdf
09_algorithms_004__pandoc,09_algorithms_004,09_algorithms,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_004/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_004/pandoc.pdf
09_algorithms_004__tylax,09_algorithms_004,09_algorithms,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_004/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_004/tylax.pdf
09_algorithms_004__typetex,09_algorithms_004,09_algorithms,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_004/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_004/typetex.pdf
09_algorithms_005__pandoc,09_algorithms_005,09_algorithms,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_005/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_005/pandoc.pdf
09_algorithms_005__tylax,09_algorithms_005,09_algorithms,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_005/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_005/tylax.pdf
09_algorithms_005__typetex,09_algorithms_005,09_algorithms,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_005/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_005/typetex.pdf
09_algorithms_008__tylax,09_algorithms_008,09_algorithms,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_008/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_008/tylax.pdf
09_algorithms_009__pandoc,09_algorithms_009,09_algorithms,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_009/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_009/pandoc.pdf
09_algorithms_009__tylax,09_algorithms_009,09_algorithms,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_009/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_009/tylax.pdf
09_algorithms_009__typetex,09_algorithms_009,09_algorithms,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_009/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_009/typetex.pdf
09_algorithms_011__pandoc,09_algorithms_011,09_algorithms,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_011/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_011/pandoc.pdf
09_algorithms_011__tylax,09_algorithms_011,09_algorithms,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_011/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_011/tylax.pdf
09_algorithms_011__typetex,09_algorithms_011,09_algorithms,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_011/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_011/typetex.pdf
09_algorithms_013__pandoc,09_algorithms_013,09_algorithms,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_013/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_013/pandoc.pdf
09_algorithms_013__tylax,09_algorithms_013,09_algorithms,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_013/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_013/tylax.pdf
09_algorithms_013__typetex,09_algorithms_013,09_algorithms,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_013/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_013/typetex.pdf
09_algorithms_016__pandoc,09_algorithms_016,09_algorithms,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_016/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_016/pandoc.pdf
09_algorithms_016__tylax,09_algorithms_016,09_algorithms,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_016/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_016/tylax.pdf
09_algorithms_016__typetex,09_algorithms_016,09_algorithms,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_016/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_016/typetex.pdf
09_algorithms_017__pandoc,09_algorithms_017,09_algorithms,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_017/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_017/pandoc.pdf
09_algorithms_017__tylax,09_algorithms_017,09_algorithms,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_017/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_017/tylax.pdf
09_algorithms_017__typetex,09_algorithms_017,09_algorithms,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_017/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_017/typetex.pdf
09_algorithms_018__pandoc,09_algorithms_018,09_algorithms,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_018/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_018/pandoc.pdf
09_algorithms_018__tylax,09_algorithms_018,09_algorithms,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_018/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_018/tylax.pdf
09_algorithms_018__typetex,09_algorithms_018,09_algorithms,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_018/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_018/typetex.pdf
09_algorithms_021__pandoc,09_algorithms_021,09_algorithms,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_021/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_021/pandoc.pdf
09_algorithms_021__tylax,09_algorithms_021,09_algorithms,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_021/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_021/tylax.pdf
09_algorithms_021__typetex,09_algorithms_021,09_algorithms,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/09_algorithms/09_algorithms_021/reference.pdf,results/latex_benchmark_v0/09_algorithms/09_algorithms_021/typetex.pdf
10_compact_papers_001__pandoc,10_compact_papers_001,10_compact_papers,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/10_compact_papers/10_compact_papers_001/reference.pdf,results/latex_benchmark_v0/10_compact_papers/10_compact_papers_001/pandoc.pdf
10_compact_papers_001__typetex,10_compact_papers_001,10_compact_papers,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/10_compact_papers/10_compact_papers_001/reference.pdf,results/latex_benchmark_v0/10_compact_papers/10_compact_papers_001/typetex.pdf
10_compact_papers_002__pandoc,10_compact_papers_002,10_compact_papers,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/10_compact_papers/10_compact_papers_002/reference.pdf,results/latex_benchmark_v0/10_compact_papers/10_compact_papers_002/pandoc.pdf
10_compact_papers_002__tylax,10_compact_papers_002,10_compact_papers,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/10_compact_papers/10_compact_papers_002/reference.pdf,results/latex_benchmark_v0/10_compact_papers/10_compact_papers_002/tylax.pdf
10_compact_papers_002__typetex,10_compact_papers_002,10_compact_papers,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/10_compact_papers/10_compact_papers_002/reference.pdf,results/latex_benchmark_v0/10_compact_papers/10_compact_papers_002/typetex.pdf
08_crossrefs_citations_001__pandoc,08_crossrefs_citations_001,08_crossrefs_citations,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_001/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_001/pandoc.pdf
