sample_id,category,complexity_band,status,attempts,first_pass_compiled,final_compiled,repaired,error_class,reference_pages,candidate_pages,page_count_match,prompt_tokens,completion_tokens,total_tokens,reported_cost_usd,duration_seconds,estimated_cost_usd,accounted_cost_usd,requested_model,resolved_model,response_id
08_crossrefs_citations_011,08_crossrefs_citations,heldout,finished,2,False,True,True,,1,1,True,2920,650,3570,0.001705,6.585,0.001705,0.001705,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950371-k0uT4Jn1Jq04i0p4rVld
08_crossrefs_citations_014,08_crossrefs_citations,heldout,finished,2,False,False,False,reference_or_label,1,,False,3003,801,3804,0.00195225,12.396,0.00195225,0.00195225,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950379-wewBYHVcGKnmKBMEUEl5
08_crossrefs_citations_015,08_crossrefs_citations,heldout,finished,2,False,True,True,,1,1,True,3279,989,4268,0.0023032499999999997,10.32,0.0023032499999999997,0.0023032499999999997,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950389-kIQkKZxfAKLSAZa00C3r
09_algorithms_001,09_algorithms,heldout,finished,2,False,False,False,general_syntax,2,,False,5828,3346,9174,0.006476,12.66,0.006476,0.006476,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949976-tZVo0fFEKjWovijEtj03
09_algorithms_004,09_algorithms,heldout,finished,1,True,True,False,,2,1,False,1566,1036,2602,0.0019455,4.993,0.0019455,0.0019455,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949982-AOc0pk4GVgXdPsMqL6kv
09_algorithms_008,09_algorithms,heldout,finished,2,False,True,True,,1,1,True,4119,1512,5631,0.0032977500000000003,7.412,0.0032977500000000003,0.0032977500000000003,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949991-D1ZSmtod7MkowXg1Us9v
09_algorithms_009,09_algorithms,heldout,finished,2,False,True,True,,1,1,True,4123,1538,5661,0.00333775,7.408,0.00333775,0.00333775,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783949999-35pQKok1c94yfj0S8RIw
09_algorithms_011,09_algorithms,heldout,finished,1,True,True,False,,1,1,True,1490,806,2296,0.0015815,3.98,0.0015815,0.0015815,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950002-Ogw5nIJDJRXoqZ0yzvxd
09_algorithms_013,09_algorithms,heldout,finished,1,True,True,False,,2,1,False,1807,913,2720,0.00182125,4.631,0.00182125,0.00182125,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950006-t4DTgy18irO4nQYVjQSb
09_algorithms_016,09_algorithms,heldout,finished,1,True,True,False,,1,1,True,1332,592,1924,0.001221,3.535,0.001221,0.001221,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950011-hPqCqnszDEVEvYMatmwC
09_algorithms_017,09_algorithms,heldout,finished,2,False,False,False,unknown_symbol_or_function,1,,False,3859,1207,5066,0.00277525,10.603,0.00277525,0.00277525,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950019-EWLqU1Mj7EfzokVoD87z
09_algorithms_018,09_algorithms,heldout,finished,2,False,False,False,unknown_symbol_or_function,1,,False,1795,614,2409,0.00136975,26.022,0.00136975,0.00136975,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950045-m92iPpF5SO6katrOORBn
10_compact_papers_001,10_compact_papers,heldout,finished,2,False,True,True,,1,1,True,4388,1304,5692,0.003053,12.764,0.0030529999999999997,0.003053,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950059-QtVhX6HsTwEIeaFYv3w7
10_compact_papers_002,10_compact_papers,heldout,finished,2,False,True,True,,2,2,True,5436,2317,7753,0.0048345,15.842,0.0048345,0.0048345,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950075-bumZWG28UXcFuvAjhIQm
10_compact_papers_004,10_compact_papers,heldout,finished,2,False,True,True,,1,1,True,3750,1212,4962,0.0027555,6.533,0.0027554999999999997,0.0027555,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950086-frB2cOQVjdramFnRDTvS
10_compact_papers_005,10_compact_papers,heldout,finished,2,False,False,False,reference_or_label,2,,False,5165,2176,7341,0.00455525,14.858,0.00455525,0.00455525,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950099-y8D8dratY87S7Uzhan6T
10_compact_papers_006,10_compact_papers,heldout,finished,2,False,False,False,unknown_symbol_or_function,2,,False,1996,781,2777,0.0016705,10.157,0.0016705000000000001,0.0016705,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950110-3g3uh2V14fAYh4d8Ue1m
10_compact_papers_011,10_compact_papers,heldout,finished,2,False,False,False,unknown_symbol_or_function,1,,False,4186,1462,5648,0.0032395,41.279,0.0032395,0.0032395,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950121-vp3dqxLK94CUsOflwJ76
10_compact_papers_012,10_compact_papers,heldout,finished,2,False,True,True,,1,1,True,3930,1395,5325,0.0030749999999999996,13.458,0.0030749999999999996,0.0030749999999999996,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950165-G2dzbcGcWjAImnObCwnU
11_forms_cv_letters_001,11_forms_cv_letters,heldout,finished,1,True,True,False,,3,3,True,2938,1326,4264,0.0027235,8.278,0.0027235,0.0027235,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950489-q0RfiKq5qmWnl2BHIsoI
11_forms_cv_letters_003,11_forms_cv_letters,heldout,finished,1,True,True,False,,1,1,True,1248,342,1590,0.000825,4.319,0.000825,0.000825,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950497-eY85kGfYXPQ8360BiMAJ
11_forms_cv_letters_004,11_forms_cv_letters,heldout,finished,1,True,True,False,,1,1,True,1084,189,1273,0.0005545,3.214,0.0005545,0.0005545,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950502-9gHRHrEgPMX8zIYSRQ6r
11_forms_cv_letters_005,11_forms_cv_letters,heldout,finished,1,True,True,False,,1,1,True,1097,205,1302,0.00058175,2.181,0.00058175,0.00058175,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950505-TPGwgnsQ8kGkWjy9ZeJM
11_forms_cv_letters_006,11_forms_cv_letters,heldout,finished,1,True,True,False,,1,1,True,1253,329,1582,0.00080675,2.336,0.00080675,0.00080675,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950507-RhuDf3uz1uU5bJmaIWNQ
11_forms_cv_letters_008,11_forms_cv_letters,heldout,finished,1,True,True,False,,1,1,True,1000,97,1097,0.0003955,2.633,0.0003955,0.0003955,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950510-kDHc7xGgW5tEFgX0nk5I
11_forms_cv_letters_009,11_forms_cv_letters,heldout,finished,1,True,True,False,,1,1,True,1253,376,1629,0.00087725,4.005,0.00087725,0.00087725,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,gen-1783950512-nIsbpjqF0LCh6Z4QLK4x
