blind_index,blind_sheet,sheet_position,case_id,changed_panel,visible_defect_axis,region_description,confidence,abstain,review_notes,reviewer
203,51,3,B235EFBA43F5,A,appearance,black bar covers words in the closing figure-caption summary,0.99,false,obvious prose occlusion below Figure 2,LLM_research_audit
204,51,4,F427287B3757,abstain,unclear,no reliably discernible defect across the displayed formulas,0.20,true,panels appear visually equivalent,LLM_research_audit
205,52,1,7745C632E662,abstain,unclear,no reliably discernible defect in the dense table,0.20,true,panels appear visually equivalent,LLM_research_audit
206,52,2,8175F76E3A30,abstain,unclear,no reliably discernible defect in the references page,0.20,true,panels appear visually equivalent,LLM_research_audit
207,52,3,5E1CCF9CD3AD,abstain,unclear,no reliably discernible defect in the extracted formula list,0.20,true,panels appear visually equivalent,LLM_research_audit
208,52,4,B5ACC546839A,abstain,unclear,no reliably discernible defect in the figure-caption page,0.20,true,panels appear visually equivalent,LLM_research_audit
209,53,1,B55C76CACBCF,A,appearance,black occlusion in the middle of Extracted Prose 1,0.99,false,clear local black bar,LLM_research_audit
210,53,2,8DD03A1E3C47,B,appearance,black occlusion across the middle of Expression 2,0.99,false,clear local black bar,LLM_research_audit
211,53,3,3D1FF14521E6,,unclear,no confidently visible difference,0.15,true,dense equations appear effectively identical at audit scale,LLM_research_audit
212,53,4,E42B1244AD2B,,unclear,no confidently visible difference,0.15,true,algorithm panels appear effectively identical at audit scale,LLM_research_audit
213,54,1,BD6409D64F1C,B,appearance,black occlusion in the Explanation column header near the top,0.99,false,clear local black bar,LLM_research_audit
214,54,2,C2933FAB1973,,unclear,no confidently visible difference,0.15,true,dense table panels appear effectively identical at audit scale,LLM_research_audit
215,54,3,16DEEE4377A8,B,appearance,black rectangular occlusion inside the second figure placeholder,0.99,false,clear central block,LLM_research_audit
216,54,4,669A5F4E942C,A,appearance,black occlusion within the second list group item ii in the lower middle,0.99,false,clear local black bar,LLM_research_audit
217,55,1,A6D6B643ED8B,A,appearance,black occlusion in the main letter paragraph at mid page,0.99,false,clear local black bar,LLM_research_audit
218,55,2,B7F06E1B65D0,B,appearance,black occlusion across the first displayed expression,0.99,false,clear local black bar,LLM_research_audit
219,55,3,3D5A9509D749,A,appearance,black occlusion within Expression 3 around the left-center term,0.98,false,small but visible black bar,LLM_research_audit
220,55,4,F23F65514DF8,B,appearance,large black vertical occlusion over a central table column,0.99,false,clear destructive block,LLM_research_audit
221,56,1,35A769E0B06F,B,content,main letter paragraph ends prematurely after the word Angriff,0.91,false,visible missing trailing phrase,LLM_research_audit
222,56,2,E11BB4951FF2,,unclear,no confidently visible difference,0.15,true,cross-reference page appears effectively identical at audit scale,LLM_research_audit
223,56,3,B0D0052524CF,B,appearance,repeated pale vertical bars at the left edge of alternating table rows,0.96,false,systematic visible artifacts down the table,LLM_research_audit
224,56,4,068613D51696,A,appearance,black occlusion in the Method paragraph at mid-lower page,0.99,false,clear local black bar,LLM_research_audit
225,57,1,DF26B55C5A1A,A,appearance,black rectangular occlusion over central rows of the table,0.99,false,clear destructive block,LLM_research_audit
226,57,2,6F17C9318E70,B,content,missing country and port names for a row near Chennai while coordinates remain,0.93,false,visible blank cells in otherwise continuous table,LLM_research_audit
227,57,3,74ABBB0FA259,,unclear,no confidently visible difference,0.15,true,dense article panels appear effectively identical at audit scale,LLM_research_audit
228,57,4,05A40D7E4938,,unclear,no confidently visible difference,0.15,true,list-heavy panels appear effectively identical at audit scale,LLM_research_audit
229,58,1,4C5A29A8FA3F,,unclear,no confidently visible difference,0.15,true,dense equations appear effectively identical at audit scale,LLM_research_audit
230,58,2,B471AF3F14B5,A,appearance,large black horizontal occlusion across several middle table rows,0.99,false,clear destructive block,LLM_research_audit
231,58,3,DEEECAF5EE19,B,appearance,black occlusion across the first displayed expression,0.99,false,clear local black bar,LLM_research_audit
232,58,4,588F136B2767,A,appearance,large black rectangular occlusion in the middle of the algorithm body,0.99,false,clear destructive block,LLM_research_audit
233,59,1,22C4D35CDFF6,A,appearance,black occlusion near the right side of numbered list item 2,0.96,false,local bar interrupts the sentence,LLM_research_audit
234,59,2,1F0D5DA455B4,B,appearance,black occlusion across the numerator area of Expression 1,0.99,false,clear local black bar,LLM_research_audit
235,59,3,74833961AF57,,unclear,no confidently visible difference,0.15,true,dense numeric table appears effectively identical at audit scale,LLM_research_audit
236,59,4,90BE2EA2D8A7,B,appearance,black occlusion inside the first displayed expression near the right,0.99,false,clear local black bar,LLM_research_audit
237,60,1,04F70FA00C24,B,appearance,black occlusion in Extracted Prose 1 around the middle-right,0.99,false,clear local black bar,LLM_research_audit
238,60,2,9F03CFAFAC1F,,unclear,no confidently visible difference,0.15,true,dense table panels appear effectively identical at audit scale,LLM_research_audit
239,60,3,661F0861BDF5,B,appearance,black occlusion in the abstract near the middle,0.99,false,clear local black bar,LLM_research_audit
240,60,4,69F70FC005CF,A,appearance,black occlusion in the Claude Sonnet row of the central table,0.99,false,clear local black bar,LLM_research_audit
241,61,1,6D32101F8865,A,appearance,black occlusion in the prose line introducing Expression 2,0.99,false,clear local black bar,LLM_research_audit
242,61,2,970B4771FF9B,B,appearance,black occlusion in the introductory sentence above the numbered list,0.99,false,clear local black bar,LLM_research_audit
243,61,3,E3AFA5B847FB,,unclear,no confidently visible difference,0.15,true,dense formula table appears effectively identical at audit scale,LLM_research_audit
244,61,4,31B382FD4805,B,appearance,black rectangular occlusion in the algorithm requirement list,0.99,false,clear destructive block,LLM_research_audit
245,62,1,815BDD45D48C,B,appearance,black vertical occlusion over central rows and a numeric column of the table,0.99,false,clear destructive block,LLM_research_audit
246,62,2,DF1CCBC37372,A,content,row 9 has its word type and frequency removed while the row number remains,0.98,false,clear missing table-row content,LLM_research_audit
247,62,3,BCF29038EEF3,,unclear,no confidently visible difference,0.15,true,dense small table appears effectively identical at audit scale,LLM_research_audit
248,62,4,192B840FD903,A,appearance,large black vertical occlusion over most of the Feature Type column,0.99,false,clear destructive block,LLM_research_audit
249,63,1,3CD27E132E32,A,appearance,black occlusion in the introductory sentence above the numbered list,0.99,false,clear local black bar,LLM_research_audit
250,63,2,1B536A72DBC2,,unclear,no confidently visible difference,0.15,true,figure-caption panels appear effectively identical at audit scale,LLM_research_audit
251,63,3,A278ED2AF1C1,A,appearance,large black vertical occlusion across central columns of the table,0.99,false,clear destructive block,LLM_research_audit
252,63,4,2D3FC8DFDCF3,B,appearance,black rectangular occlusion covering several middle rows of the word table,0.99,false,clear destructive block,LLM_research_audit
253,64,1,138E3DB99442,,unclear,no confidently visible difference,0.15,true,article panels appear effectively identical at audit scale,LLM_research_audit
254,64,2,213B423AE63A,A,appearance,black occlusion inside Expression 2 near the middle,0.99,false,clear local black bar,LLM_research_audit
255,64,3,C51D953769C7,,unclear,no confidently visible difference,0.15,true,article panels appear effectively identical at audit scale,LLM_research_audit
256,64,4,2E1FE7719B47,,unclear,no confidently visible difference,0.15,true,dense small table appears effectively identical at audit scale,LLM_research_audit
257,65,1,7CC45B6BFFE2,A,appearance,black occlusion in the main letter paragraph at mid page,0.99,false,clear local black bar,LLM_research_audit
258,65,2,D0125BC96A80,,unclear,no confidently visible difference,0.15,true,figure-caption panels appear effectively identical at audit scale,LLM_research_audit
259,65,3,3CEEAB21C661,A,content,missing phrase after Fig. 1 Quantum in the extracted list text,0.94,false,visible large textual gap relative to the other panel,LLM_research_audit
260,65,4,1B8847212397,B,appearance,black occlusion in the Education and training description near the lower middle,0.99,false,clear local black bar,LLM_research_audit
261,66,1,84689DFE7109,,unclear,no confidently visible difference,0.15,true,dense equations appear effectively identical at audit scale,LLM_research_audit
262,66,2,8C777800EE2B,A,appearance,black rectangular occlusion in the second algorithm block,0.99,false,clear destructive block,LLM_research_audit
263,66,3,3085C778FB52,B,appearance,black occlusion in the introductory sentence above the algorithm,0.99,false,clear local black bar,LLM_research_audit
264,66,4,2CD25834E2E0,A,appearance,black occlusion across algorithm line 8 near the left-center,0.99,false,clear local black bar,LLM_research_audit
265,67,1,7425A5EED444,,unclear,no confidently visible difference,0.15,true,dense text table appears effectively identical at audit scale,LLM_research_audit
266,67,2,4600A2475BC6,B,appearance,black occlusion in the introductory sentence above the algorithm,0.99,false,clear local black bar,LLM_research_audit
267,67,3,946733230CF9,,unclear,no confidently visible difference,0.15,true,dense equations appear effectively identical at audit scale,LLM_research_audit
268,67,4,6D811C197555,,unclear,no confidently visible difference,0.15,true,cross-reference page appears effectively identical at audit scale,LLM_research_audit
269,68,1,5899443EEB02,,unclear,no confidently visible difference,0.15,true,dense numeric table appears effectively identical at audit scale,LLM_research_audit
270,68,2,91E277081BD3,A,appearance,black occlusion inside Expression 2 near the center,0.99,false,clear local black bar,LLM_research_audit
271,68,3,234754ACB5BD,,unclear,no confidently visible difference,0.15,true,dense equations appear effectively identical at audit scale,LLM_research_audit
272,68,4,C624E5847F1A,,unclear,no confidently visible difference,0.15,true,article panels appear effectively identical at audit scale,LLM_research_audit
273,69,1,02DFE24DACEF,,unclear,no confidently visible difference,0.15,true,cross-reference page appears effectively identical at audit scale,LLM_research_audit
274,69,2,6C7897738B26,B,appearance,long black horizontal occlusion across the middle of the algorithm,0.99,false,clear destructive bar,LLM_research_audit
275,69,3,99558D920A3F,A,appearance,large black rectangular occlusion covering several central table entries,0.99,false,clear destructive block,LLM_research_audit
276,69,4,A1E13958E2F5,,unclear,no confidently visible difference,0.15,true,figure-caption panels appear effectively identical at audit scale,LLM_research_audit
277,70,1,71F4D73C62D1,,unclear,no confidently visible difference,0.15,true,dense equations appear effectively identical at audit scale,LLM_research_audit
278,70,2,AA66A41F7120,A,appearance,black occlusion inside Expression 2 near the center,0.99,false,clear local black bar,LLM_research_audit
279,70,3,EE308FE936BF,,unclear,no confidently visible difference,0.15,true,extracted-prose panels appear effectively identical at audit scale,LLM_research_audit
280,70,4,504947E9156A,A,appearance,black occlusion in list item iv near the middle-right,0.99,false,clear local black bar,LLM_research_audit
281,71,1,9527F849FC26,A,appearance,black occlusion in the Abstract Discussion paragraph at mid-lower page,0.99,false,clear local black bar,LLM_research_audit
282,71,2,C56944BD1573,,unclear,no confidently visible difference,0.15,true,letter panels appear effectively identical at audit scale,LLM_research_audit
283,71,3,CBFACEED2ACA,A,appearance,large black horizontal occlusion covering many middle table rows,0.99,false,clear destructive block,LLM_research_audit
284,71,4,B41AB5C5763E,,unclear,no confidently visible difference,0.15,true,figure-caption panels appear effectively identical at audit scale,LLM_research_audit
285,72,1,E66D4399385A,B,content,missing the word Equation in the cross-reference sentence,0.96,false,visible gap between and and 1,LLM_research_audit
286,72,2,D297935F909C,,unclear,no confidently visible difference,0.15,true,article panels appear effectively identical at audit scale,LLM_research_audit
287,72,3,95A9BD436769,B,layout,first algorithm input line is split with its mathematical list displaced far right,0.91,false,conspicuous internal gap and broken reading flow,LLM_research_audit
288,72,4,832204FE689A,,unclear,no confidently visible difference,0.15,true,dense equations appear effectively identical at audit scale,LLM_research_audit
289,73,1,51E56B3BACC6,,unclear,no confidently visible difference,0.15,true,dense numeric table appears effectively identical at audit scale,LLM_research_audit
290,73,2,5AC818EFFF13,B,appearance,black occlusion in Extracted Prose 1 near the middle-right,0.99,false,clear local black bar,LLM_research_audit
291,73,3,A22315821F18,A,content,missing the words Section and Equation in the cross-reference sentence,0.98,false,two conspicuous gaps before the numeral 1,LLM_research_audit
292,73,4,E0E6173B6800,,unclear,no confidently visible difference,0.15,true,benchmark table appears effectively identical at audit scale,LLM_research_audit
293,74,1,2F206065E811,B,appearance,black occlusion over the Shear Modulus row near the upper table,0.99,false,clear local black bar,LLM_research_audit
294,74,2,99BF9DDF11C7,,unclear,no confidently visible difference,0.15,true,list and equations appear effectively identical at audit scale,LLM_research_audit
295,74,3,0B7A6C710FC7,B,appearance,black occlusion in Extracted Prose 1 near the center,0.99,false,clear local black bar,LLM_research_audit
296,74,4,05E85FA6DA82,A,appearance,black occlusion in the main letter paragraph at mid page,0.99,false,clear local black bar,LLM_research_audit
297,75,1,D7F26E6CDCD0,,unclear,no confidently visible difference,0.15,true,dense equations appear effectively identical at audit scale,LLM_research_audit
298,75,2,AA9C436BFCBB,B,appearance,black occlusion in the first numbered list item near the center,0.99,false,clear local black bar,LLM_research_audit
299,75,3,ACB307ED6903,,unclear,no confidently visible difference,0.15,true,dense equations appear effectively identical at audit scale,LLM_research_audit
300,75,4,13F987FEB793,,unclear,no confidently visible difference,0.15,true,figure-caption panels appear effectively identical at audit scale,LLM_research_audit
301,76,1,35138A3530FB,B,appearance,black occlusion in the introductory sentence above the algorithm,0.99,false,clear local black bar,LLM_research_audit
302,76,2,2BF6DA9C4645,A,appearance,black occlusion in the main letter paragraph at mid page,0.99,false,clear local black bar,LLM_research_audit
303,76,3,658B6BA99BA4,B,appearance,black occlusion across the long description on algorithm line 4,0.99,false,clear local black bar,LLM_research_audit
304,76,4,1EF483F4784A,,unclear,no confidently visible difference,0.15,true,dense equations appear effectively identical at audit scale,LLM_research_audit
305,77,1,6EBB8D787842,A,appearance,black occlusion in the explanatory sentence below Figure 2,0.99,false,clear local black bar,LLM_research_audit
306,77,2,85EE9648E62B,,unclear,no confidently visible difference,0.15,true,figure-caption panels appear effectively identical at audit scale,LLM_research_audit
307,77,3,9A322AFC1943,A,appearance,large black vertical occlusion over a central table column and several rows,0.99,false,clear destructive block,LLM_research_audit
308,77,4,C66EF9159675,B,appearance,black occlusion inside the lone displayed Expression 5,0.99,false,clear local black bar,LLM_research_audit
309,78,1,CD77F211AFAB,B,appearance,black occlusion in the prose line introducing Expression 2,0.99,false,clear local black bar,LLM_research_audit
310,78,2,8B127598C2CE,A,appearance,black occlusion inside Expression 2 near the center-left,0.99,false,clear local black bar,LLM_research_audit
311,78,3,0FEE75C62A61,B,appearance,black occlusion across the second line of the document title,0.99,false,clear local black bar,LLM_research_audit
312,78,4,E7E165B24E8D,A,appearance,large black vertical occlusion over most of the Cleaned Model Name column,0.99,false,clear destructive block,LLM_research_audit
313,79,1,70E01845ACFD,A,content,row 8 content is absent and row 9 is missing its word label,0.98,false,clear blank table entries while numbering and frequencies remain,LLM_research_audit
314,79,2,A78EB8827517,B,appearance,black occlusion at the end of the Abstract Discussion sentence,0.99,false,clear local black bar,LLM_research_audit
315,79,3,A6C59248FC9A,A,appearance,black rectangular occlusion inside the second figure placeholder,0.99,false,clear central block,LLM_research_audit
316,79,4,50BD5C257BCE,,unclear,no confidently visible difference,0.15,true,structured parameter table appears effectively identical at audit scale,LLM_research_audit
317,80,1,E2F58EEFDA94,B,appearance,black occlusion inside Expression 1 near the left-center,0.99,false,clear local black bar,LLM_research_audit
318,80,2,9E452CA171AE,A,appearance,black occlusion in the Method paragraph at mid-lower page,0.99,false,clear local black bar,LLM_research_audit
319,80,3,9F2C35DC22E9,B,appearance,black occlusion in the extracted list paragraph near the center,0.99,false,clear local black bar,LLM_research_audit
320,80,4,3F1C02016C6F,A,content,missing the words Section and Equation in the cross-reference sentence,0.98,false,two conspicuous gaps before the numeral 1,LLM_research_audit
321,81,1,CE4045270DB2,A,appearance,black occlusion in numbered list item 5 near the center,0.99,false,clear local black bar,LLM_research_audit
322,81,2,12B05C858ACF,,unclear,no confidently visible difference,0.15,true,cross-reference page appears effectively identical at audit scale,LLM_research_audit
323,81,3,E0FFEAD949F8,A,appearance,black occlusion in list item iii near the center,0.99,false,clear local black bar,LLM_research_audit
324,81,4,30661FCA6FFD,,unclear,no confidently visible difference,0.15,true,dense table panels appear effectively identical at audit scale,LLM_research_audit
325,82,1,3981B4580D96,,unclear,no confidently visible difference,0.15,true,dense equations appear effectively identical at audit scale,LLM_research_audit
326,82,2,42D8638E3CE0,B,appearance,black occlusion in the Education and training description near the lower middle,0.99,false,clear local black bar,LLM_research_audit
327,82,3,26829264949E,,unclear,no confidently visible difference,0.15,true,cross-reference page appears effectively identical at audit scale,LLM_research_audit
328,82,4,22D21916A3FF,,unclear,no confidently visible difference,0.15,true,extracted-prose panels appear effectively identical at audit scale,LLM_research_audit
329,83,1,A0C687DCC113,,unclear,no confidently visible difference,0.15,true,extracted-prose panels appear effectively identical at audit scale,LLM_research_audit
330,83,2,3B06AB53E530,B,content,missing opening words of a line in Extracted Prose 2 near the lower middle,0.92,false,conspicuous left-side gap before the phrase mean that,LLM_research_audit
331,83,3,E03DD0C1BDB2,,unclear,no confidently visible difference,0.15,true,algorithm panels appear effectively identical at audit scale,LLM_research_audit
332,83,4,2441EFA9B1D8,,unclear,no confidently visible difference,0.15,true,article panels appear effectively identical at audit scale,LLM_research_audit
333,84,1,900C10EA8260,B,appearance,large black horizontal occlusion covering several middle table rows,0.99,false,clear destructive block,LLM_research_audit
334,84,2,EDF311380073,,unclear,no confidently visible difference,0.15,true,dense equations appear effectively identical at audit scale,LLM_research_audit
335,84,3,162808C4A45B,B,appearance,black vertical occlusion over several Break Date cells in the middle of the table,0.99,false,clear destructive block,LLM_research_audit
336,84,4,957591B5627D,A,content,missing the words Section and Equation in the cross-reference sentence,0.98,false,two conspicuous gaps before the numeral 1,LLM_research_audit
337,85,1,4BA4B26679E3,,unclear,no confidently visible difference,0.15,true,dense equations appear effectively identical at audit scale,LLM_research_audit
338,85,2,6FE8B5C3155A,,unclear,no confidently visible difference,0.15,true,dense text table appears effectively identical at audit scale,LLM_research_audit
339,85,3,6CBDCC4528C9,A,appearance,small black occlusion in the first line of the document title,0.97,false,visible local bar near the title center,LLM_research_audit
340,85,4,DB26C06284DE,B,appearance,black occlusion in the abstract near the middle,0.99,false,clear local black bar,LLM_research_audit
341,86,1,157EF62C9516,B,appearance,black occlusion inside Expression 2 near the center,0.99,false,clear local black bar,LLM_research_audit
342,86,2,21BD35532B86,A,content,several target identifiers and distance values are missing from lower table rows,0.97,false,visible blank cells where panel B has complete entries,LLM_research_audit
343,86,3,0DED30B92C6A,B,appearance,black occlusion across the middle of Expression 3,0.99,false,clear local black bar,LLM_research_audit
344,86,4,3D15BA092209,,unclear,no confidently visible difference,0.15,true,cross-reference page appears effectively identical at audit scale,LLM_research_audit
345,87,1,980EE82DEB9C,,unclear,no confidently visible difference,0.15,true,extracted-prose panels appear effectively identical at audit scale,LLM_research_audit
346,87,2,A590F8755F26,,unclear,no confidently visible difference,0.15,true,sparse letter panels appear effectively identical at audit scale,LLM_research_audit
347,87,3,B946C22EFFE8,A,appearance,black occlusion inside Expression 3 near the center,0.99,false,clear local black bar,LLM_research_audit
348,87,4,D97DC8E83337,B,appearance,black vertical occlusion over central rows of the Statement Template column,0.99,false,clear destructive block,LLM_research_audit
349,88,1,87277F867267,,unclear,no confidently visible difference,0.15,true,figure-caption panels appear effectively identical at audit scale,LLM_research_audit
350,88,2,1237E85601DA,,unclear,no confidently visible difference,0.15,true,extracted-prose panels appear effectively identical at audit scale,LLM_research_audit
351,88,3,AF5E0C5D9143,B,appearance,black occlusion across the middle of Expression 2,0.99,false,clear local black bar,LLM_research_audit
352,88,4,258C31E81E86,,unclear,no confidently visible difference,0.15,true,extracted-list panels appear effectively identical at audit scale,LLM_research_audit
353,89,1,B74706C315C5,,unclear,no confidently visible difference,0.15,true,cross-reference page appears effectively identical at audit scale,LLM_research_audit
354,89,2,6E9F429D58FB,B,appearance,black occlusion in the main letter paragraph at mid page,0.99,false,clear local black bar,LLM_research_audit
355,89,3,92AB74A1C30C,A,content,missing the words Section and Equation in the cross-reference sentence,0.98,false,two conspicuous gaps before the numeral 1,LLM_research_audit
356,89,4,89D083BEB07C,B,appearance,black occlusion in the explanatory sentence below the figure placeholder,0.99,false,clear local black bar,LLM_research_audit
357,90,1,ADF69AB2E4E8,B,appearance,black occlusion in the second line of the document title,0.99,false,clear local black bar,LLM_research_audit
358,90,2,48ADF3A15307,A,appearance,black rectangular occlusion across the first figure caption,0.99,false,clear destructive block,LLM_research_audit
359,90,3,BB644F649285,B,appearance,black occlusion inside Expression 1 near the right-center,0.99,false,clear local black bar,LLM_research_audit
360,90,4,5C6D0857D493,,unclear,no confidently visible difference,0.15,true,extracted-prose panels appear effectively identical at audit scale,LLM_research_audit
361,91,1,264B0BAC64A0,,unclear,no confidently visible difference,0.15,true,cross-reference page appears effectively identical at audit scale,LLM_research_audit
362,91,2,1BCC8962E637,,unclear,no confidently visible difference,0.15,true,extracted-list panels appear effectively identical at audit scale,LLM_research_audit
363,91,3,06ED86CDEE37,A,appearance,black occlusion in the explanatory sentence below Figure 3,0.99,false,clear local black bar,LLM_research_audit
364,91,4,EB857244084A,,unclear,no confidently visible difference,0.15,true,dense equations appear effectively identical at audit scale,LLM_research_audit
365,92,1,7F8262116CF6,B,appearance,black occlusion inside Expression 2 near the center-right,0.99,false,clear local black bar,LLM_research_audit
366,92,2,D36347C924BC,,unclear,no confidently visible difference,0.15,true,dense equations appear effectively identical at audit scale,LLM_research_audit
367,92,3,429C2C97A629,B,content,missing words in the introductory sentence above the algorithm,0.94,false,conspicuous gap before pseudocode extracted,LLM_research_audit
368,92,4,53C292062D8C,A,appearance,black occlusion across several cells in the middle of the table,0.99,false,clear local black bar,LLM_research_audit
369,93,1,AD3A3198E7D0,A,content,several middle table rows are entirely blank,0.98,false,conspicuous empty band in an otherwise continuous dense table,LLM_research_audit
370,93,2,40479150AE61,B,appearance,black occlusion in the explanatory sentence below Figure 3,0.99,false,clear local black bar,LLM_research_audit
371,93,3,853DA4CE450E,A,appearance,black occlusion in list item ii of the second list group,0.99,false,clear local black bar,LLM_research_audit
372,93,4,6A5DA1B93F20,B,appearance,black occlusion in Extracted Prose 1 near the center,0.99,false,clear local black bar,LLM_research_audit
373,94,1,6DACFED2D3C2,,unclear,no confidently visible difference,0.15,true,dense equations appear effectively identical at audit scale,LLM_research_audit
374,94,2,1ECB752A8454,A,content,missing words in the sentence introducing Expression 1,0.94,false,conspicuous gap between from and formula corpus,LLM_research_audit
375,94,3,378417A8F0D6,,unclear,no confidently visible difference,0.15,true,dense numeric table appears effectively identical at audit scale,LLM_research_audit
376,94,4,757523A18DE5,,unclear,no confidently visible difference,0.15,true,dense numeric table appears effectively identical at audit scale,LLM_research_audit
377,95,1,35C49A5B5D7E,,unclear,no confidently visible difference,0.15,true,cross-reference page appears effectively identical at audit scale,LLM_research_audit
378,95,2,954C830CCE4A,B,appearance,large black vertical occlusion over several Simple prompts rows,0.99,false,clear destructive block,LLM_research_audit
379,95,3,1EF8DF49E27D,,unclear,no confidently visible difference,0.15,true,article panels appear effectively identical at audit scale,LLM_research_audit
380,95,4,0F7B49FC6390,B,content,missing phrase in the main letter paragraph before den Vorstand,0.94,false,conspicuous internal gap in the sentence,LLM_research_audit
381,96,1,D83A89D0CD7D,B,appearance,large black vertical occlusion over several Indian port rows,0.99,false,clear destructive block,LLM_research_audit
382,96,2,320FFEF29464,,unclear,no confidently visible difference,0.15,true,article panels appear effectively identical at audit scale,LLM_research_audit
383,96,3,5082702044AB,,unclear,no confidently visible difference,0.15,true,extracted-list panels appear effectively identical at audit scale,LLM_research_audit
384,96,4,ECD187040C76,,unclear,no confidently visible difference,0.15,true,letter panels appear effectively identical at audit scale,LLM_research_audit
385,97,1,0789569D8164,,unclear,no confidently visible difference,0.15,true,sparse numeric table appears effectively identical at audit scale,LLM_research_audit
386,97,2,BEA957A4F372,,unclear,no confidently visible difference,0.15,true,dense equations appear effectively identical at audit scale,LLM_research_audit
387,97,3,3ECF0415AE41,A,appearance,long black horizontal occlusion across the middle of the algorithm,0.99,false,clear destructive bar,LLM_research_audit
388,97,4,29545859B339,B,content,several language rows are missing near the lower part of the table,0.90,false,visible blank band before the Hebrew row,LLM_research_audit
389,98,1,3BC72AACEF9B,,unclear,no confidently visible difference,0.15,true,dense equations appear effectively identical at audit scale,LLM_research_audit
390,98,2,FF36F359C461,A,appearance,large black vertical occlusion over most of the AEDGA2 column,0.99,false,clear destructive block,LLM_research_audit
391,98,3,DF1D59D253BB,,unclear,no confidently visible difference,0.15,true,dense equations appear effectively identical at audit scale,LLM_research_audit
392,98,4,FCCDB0A477B7,A,appearance,black occlusion inside Expression 5 near the left-center,0.99,false,clear local black bar,LLM_research_audit
393,99,1,3350F792A75D,A,content,rows 15 through 17 are missing most table values,0.98,false,conspicuous blank band while row numbering remains,LLM_research_audit
394,99,2,EF5DB342AE0C,,unclear,no confidently visible difference,0.15,true,cross-reference page appears effectively identical at audit scale,LLM_research_audit
395,99,3,521BB845B04E,,unclear,no confidently visible difference,0.15,true,structured text table appears effectively identical at audit scale,LLM_research_audit
396,99,4,31565AC8374A,,unclear,no confidently visible difference,0.15,true,extracted-list panels appear effectively identical at audit scale,LLM_research_audit
397,100,1,87DEB11BA17D,B,appearance,black occlusion in the introductory sentence above the numbered list,0.99,false,clear local black bar,LLM_research_audit
398,100,2,F493F0253759,A,appearance,large black rectangular occlusion covering central cells of the Lie-bracket table,0.99,false,clear destructive block,LLM_research_audit
399,100,3,40522E0F5933,,unclear,no confidently visible difference,0.15,true,algorithm panels appear effectively identical at audit scale,LLM_research_audit
400,100,4,80C8B37038D8,,unclear,no confidently visible difference,0.15,true,extracted-prose panels appear effectively identical at audit scale,LLM_research_audit
401,101,1,32D02E20AD11,,unclear,no confidently visible difference,0.15,true,word-frequency table panels appear effectively identical at audit scale,LLM_research_audit
402,101,2,37116A0C5871,,unclear,no confidently visible difference,0.15,true,dense assay table appears effectively identical at audit scale,LLM_research_audit
403,101,3,224E86A7A5D6,,unclear,no confidently visible difference,0.15,true,dense feature table appears effectively identical at audit scale,LLM_research_audit
404,101,4,7D2218C614E1,,unclear,no confidently visible difference,0.15,true,dense equations appear effectively identical at audit scale,LLM_research_audit
405,102,1,18FEC0D55E0A,,unclear,no confidently visible difference,0.15,true,figure-caption panels appear effectively identical at audit scale,LLM_research_audit
406,102,2,281B81824D05,A,appearance,black rectangular occlusion over central cells of the table,0.99,false,clear destructive block,LLM_research_audit
407,102,3,B78230A2E7E0,B,appearance,long black horizontal occlusion across the table header,0.99,false,clear destructive bar,LLM_research_audit
408,102,4,3E26177F9214,,unclear,no confidently visible difference,0.15,true,dense numeric table appears effectively identical at audit scale,LLM_research_audit
409,103,1,811A69D3699F,,unclear,no confidently visible difference,0.15,true,dense equations appear effectively identical at audit scale,LLM_research_audit
410,103,2,29D2B4A5D294,,unclear,no confidently visible difference,0.15,true,article panels appear effectively identical at audit scale,LLM_research_audit
411,103,3,E29C5932AAB5,B,appearance,small black occlusions over row indices 8 and 9 near the upper-left of the table,0.97,false,visible dark blocks absent from panel A,LLM_research_audit
412,103,4,646A060349E3,B,appearance,black occlusion in the introductory sentence above the numbered list,0.99,false,clear local black bar,LLM_research_audit
413,104,1,F4AF9D407366,B,appearance,black rectangular occlusion across the first figure caption,0.99,false,clear destructive block,LLM_research_audit
414,104,2,F08C91DC76E6,A,appearance,black occlusion in the introductory sentence above the numbered list,0.99,false,clear local black bar,LLM_research_audit
415,104,3,432CAF6C7E88,,unclear,no confidently visible difference,0.15,true,curriculum-vitae panels appear effectively identical at audit scale,LLM_research_audit
416,104,4,60686938138B,,unclear,no confidently visible difference,0.15,true,article panels appear effectively identical at audit scale,LLM_research_audit
417,105,1,5E52BEA83337,,unclear,No reliably visible difference across the algorithm page,0.10,true,Dense small text prevents a defensible panel choice,LLM_research_audit
418,105,2,A99AF398E82A,,unclear,No reliably visible difference in title prose or algorithm block,0.10,true,Panels appear visually equivalent at inspected resolution,LLM_research_audit
419,105,3,D4D17196BBE4,A,appearance,Black horizontal occlusion across a middle algorithm line,0.99,false,Localized high-contrast artifact in the algorithm body,LLM_research_audit
420,105,4,B62E4156722F,,unclear,No reliably visible difference on the letter page,0.10,true,Sparse page and body alignment appear equivalent,LLM_research_audit
421,106,1,FADBD0378FBB,,unclear,No reliably visible difference in the pseudocode block,0.10,true,Any difference is below reliable visual discrimination,LLM_research_audit
